ID,GeneID,geneSymbol,chr,strand,riExonStart_0base,riExonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,gene
1131,ENSG00000140983.13,RHOT2,chr16,+,668352,668699,668352,668411,668658,668699,1131,51,0,,,150,75,,,1,,,ENSG00000140983
1132,ENSG00000140983.13,RHOT2,chr16,+,668487,668699,668487,668569,668658,668699,1132,63,6,,,150,75,,,0.84,,,ENSG00000140983
1133,ENSG00000140983.13,RHOT2,chr16,+,668655,670175,668655,668699,670122,670175,1133,89,22,,,150,75,,,0.669,,,ENSG00000140983
1134,ENSG00000140983.13,RHOT2,chr16,+,669552,670175,669552,669606,670122,670175,1134,117,158,,,150,75,,,0.27,,,ENSG00000140983
1135,ENSG00000140983.13,RHOT2,chr16,+,670122,670357,670122,670175,670248,670357,1135,35,206,,,148,75,,,0.079,,,ENSG00000140983
1136,ENSG00000140983.13,RHOT2,chr16,+,670122,670357,670122,670175,670265,670357,1136,73,40,,,150,75,,,0.477,,,ENSG00000140983
1137,ENSG00000140983.13,RHOT2,chr16,+,670891,671203,670891,671000,671082,671203,1137,358,109,,,150,75,,,0.622,,,ENSG00000140983
1138,ENSG00000140983.13,RHOT2,chr16,+,670891,671203,670891,671000,671114,671203,1138,417,13,,,150,75,,,0.941,,,ENSG00000140983
1139,ENSG00000140983.13,RHOT2,chr16,+,671859,672181,671859,672002,672083,672181,1139,9,444,,,150,75,,,0.01,,,ENSG00000140983
1140,ENSG00000140983.13,RHOT2,chr16,+,672253,672566,672253,672384,672488,672566,1140,87,373,,,150,75,,,0.104,,,ENSG00000140983
1141,ENSG00000140983.13,RHOT2,chr16,+,672253,672825,672253,672566,672702,672825,1141,93,300,,,150,75,,,0.134,,,ENSG00000140983
1683,ENSG00000076108.11,BAZ2A,chr12,-,56604584,56605327,56604584,56604799,56605072,56605327,1683,32,36,,,150,75,,,0.308,,,ENSG00000076108
1684,ENSG00000076108.11,BAZ2A,chr12,-,56615013,56615607,56615013,56615128,56615218,56615607,1684,47,0,,,150,75,,,1,,,ENSG00000076108
3166,ENSG00000164692.17,COL1A2,chr7,+,94426422,94427061,94426422,94426530,94427007,94427061,3166,4,37,,,150,75,,,0.051,,,ENSG00000164692
3167,ENSG00000164692.17,COL1A2,chr7,+,94427187,94427885,94427187,94427295,94427626,94427885,3167,12,33,,,150,75,,,0.154,,,ENSG00000164692
3193,ENSG00000076944.15,STXBP2,chr19,+,7642428,7642823,7642428,7642536,7642765,7642823,3193,9,15,,,150,75,,,0.231,,,ENSG00000076944
3194,ENSG00000076944.15,STXBP2,chr19,+,7647161,7647511,7647161,7647247,7647353,7647511,3194,22,16,,,150,75,,,0.407,,,ENSG00000076944
3578,ENSG00000158286.12,RNF207,chr1,+,6209267,6209539,6209267,6209343,6209413,6209539,3578,5,20,,,145,75,,,0.115,,,ENSG00000158286
3579,ENSG00000158286.12,RNF207,chr1,+,6212681,6213183,6212681,6212733,6213065,6213183,3579,83,5,,,150,75,,,0.892,,,ENSG00000158286
3960,ENSG00000117632.22,STMN1,chr1,-,25901490,25903813,25901490,25901682,25903640,25903813,3960,48,4778,,,150,75,,,0.005,,,ENSG00000117632
4007,ENSG00000135829.16,DHX9,chr1,+,182883138,182883368,182883138,182883216,182883319,182883368,4007,425,0,,,150,75,,,1,,,ENSG00000135829
4064,ENSG00000026950.16,BTN3A1,chr6,+,26409893,26410032,26409893,26409914,26410005,26410032,4064,4,13,,,150,75,,,0.133,,,ENSG00000026950
4563,ENSG00000111801.15,BTN3A3,chr6,+,26443956,26445985,26443956,26444304,26445703,26445985,4563,2,4,,,150,75,,,0.2,,,ENSG00000111801
4564,ENSG00000111801.15,BTN3A3,chr6,+,26448247,26448754,26448247,26448448,26448727,26448754,4564,5,3,,,150,75,,,0.455,,,ENSG00000111801
5043,ENSG00000140553.17,UNC45A,chr15,+,90935945,90936460,90935945,90935982,90936136,90936460,5043,4,26,,,150,75,,,0.071,,,ENSG00000140553
5044,ENSG00000140553.17,UNC45A,chr15,+,90935945,90936460,90935945,90935982,90936284,90936460,5044,35,29,,,150,75,,,0.376,,,ENSG00000140553
5045,ENSG00000140553.17,UNC45A,chr15,+,90948141,90948794,90948141,90948283,90948653,90948794,5045,28,94,,,150,75,,,0.13,,,ENSG00000140553
5046,ENSG00000140553.17,UNC45A,chr15,+,90949653,90950267,90949653,90949720,90950153,90950267,5046,62,87,,,150,75,,,0.263,,,ENSG00000140553
