ID,GeneID,geneSymbol,chr,strand,longExonStart_0base,longExonEnd,shortES,shortEE,flankingES,flankingEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,gene
4035,ENSG00000162819.11,BROX,chr1,+,222724091,222724164,222724099,222724164,222719262,222719359,4035,7,0,,,83,75,,,1,,,ENSG00000162819
4036,ENSG00000162819.11,BROX,chr1,+,222724091,222724164,222724099,222724164,222722418,222722514,4036,41,1,,,83,75,,,0.974,,,ENSG00000162819
4430,ENSG00000076944.15,STXBP2,chr19,+,7640697,7640809,7640730,7640809,7639730,7639807,4430,0,5,,,108,75,,,0,,,ENSG00000076944
4431,ENSG00000076944.15,STXBP2,chr19,+,7640697,7640809,7640739,7640809,7639730,7639807,4431,1,0,,,117,75,,,1,,,ENSG00000076944
4432,ENSG00000076944.15,STXBP2,chr19,+,7640730,7640809,7640739,7640809,7639730,7639807,4432,6,0,,,84,75,,,1,,,ENSG00000076944
4433,ENSG00000076944.15,STXBP2,chr19,+,7646171,7646344,7646248,7646344,7645196,7645306,4433,1,9,,,150,75,,,0.053,,,ENSG00000076944
5060,ENSG00000158286.12,RNF207,chr1,+,6211866,6212053,6211922,6212053,6211020,6211118,5060,1,0,,,131,75,,,1,,,ENSG00000158286
5061,ENSG00000158286.12,RNF207,chr1,+,6212217,6212416,6212230,6212416,6211866,6212053,5061,0,0,,,88,75,,,,,,ENSG00000158286
5333,ENSG00000085788.13,DDHD2,chr8,+,38234393,38234584,38234399,38234584,38232986,38233214,5333,41,1,,,81,75,,,0.974,,,ENSG00000085788
5334,ENSG00000085788.13,DDHD2,chr8,+,38252721,38252824,38252741,38252824,38252131,38252287,5334,41,1,,,95,75,,,0.97,,,ENSG00000085788
5742,ENSG00000026950.16,BTN3A1,chr6,+,26405371,26405648,26405541,26405648,26402236,26402412,5742,8,0,,,150,75,,,1,,,ENSG00000026950
5743,ENSG00000026950.16,BTN3A1,chr6,+,26405371,26405648,26405503,26405648,26402249,26402412,5743,8,0,,,150,75,,,1,,,ENSG00000026950
5744,ENSG00000026950.16,BTN3A1,chr6,+,26407670,26407952,26407826,26407952,26405908,26406256,5744,3,0,,,150,75,,,1,,,ENSG00000026950
6490,ENSG00000111801.15,BTN3A3,chr6,+,26443366,26443442,26443381,26443442,26440471,26440648,6490,0,3,,,90,75,,,0,,,ENSG00000111801
6491,ENSG00000111801.15,BTN3A3,chr6,+,26443569,26443659,26443640,26443659,26443381,26443442,6491,2,0,,,146,75,,,1,,,ENSG00000111801
6492,ENSG00000111801.15,BTN3A3,chr6,+,26443956,26444304,26444010,26444304,26443569,26443659,6492,0,0,,,129,75,,,,,,ENSG00000111801
7116,ENSG00000095794.19,CREM,chr10,+,35178871,35178986,35178888,35178986,35148367,35148491,7116,0,19,,,92,75,,,0,,,ENSG00000095794
7190,ENSG00000140553.17,UNC45A,chr15,+,90934338,90934549,90934434,90934549,90933976,90934143,7190,0,0,,,150,75,,,,,,ENSG00000140553
7191,ENSG00000140553.17,UNC45A,chr15,+,90936136,90936460,90936284,90936460,90935945,90935982,7191,3,11,,,150,75,,,0.12,,,ENSG00000140553
7246,ENSG00000086848.14,ALG9,chr11,-,111838248,111838399,111838248,111838378,111840654,111840809,7246,9,7,,,96,75,,,0.501,,,ENSG00000086848
