ID,GeneID,geneSymbol,chr,strand,riExonStart_0base,riExonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,gene
3151,ENSG00000076944.15,STXBP2,chr19,+,7647161,7647511,7647161,7647247,7647353,7647511,3151,83,130,,,150,75,,,0.242,,,ENSG00000076944
3532,ENSG00000158286.12,RNF207,chr1,+,6209267,6209539,6209267,6209343,6209413,6209539,3532,0,11,,,145,75,,,0,,,ENSG00000158286
3533,ENSG00000158286.12,RNF207,chr1,+,6212681,6213183,6212681,6212733,6213065,6213183,3533,21,0,,,150,75,,,1,,,ENSG00000158286
3908,ENSG00000117632.22,STMN1,chr1,-,25901490,25903813,25901490,25901682,25903640,25903813,3908,0,263,,,150,75,,,0,,,ENSG00000117632
3955,ENSG00000135829.16,DHX9,chr1,+,182883138,182883368,182883138,182883216,182883319,182883368,3955,522,0,,,150,75,,,1,,,ENSG00000135829
4010,ENSG00000026950.16,BTN3A1,chr6,+,26409893,26410032,26409893,26409914,26410005,26410032,4010,33,25,,,150,75,,,0.398,,,ENSG00000026950
4501,ENSG00000111801.15,BTN3A3,chr6,+,26443956,26445985,26443956,26444304,26445703,26445985,4501,3,0,,,150,75,,,1,,,ENSG00000111801
4502,ENSG00000111801.15,BTN3A3,chr6,+,26448247,26448754,26448247,26448448,26448727,26448754,4502,18,6,,,150,75,,,0.6,,,ENSG00000111801
4976,ENSG00000140553.17,UNC45A,chr15,+,90935945,90936460,90935945,90935982,90936136,90936460,4976,0,0,,,150,75,,,,,,ENSG00000140553
4977,ENSG00000140553.17,UNC45A,chr15,+,90935945,90936460,90935945,90935982,90936284,90936460,4977,2,37,,,150,75,,,0.026,,,ENSG00000140553
4978,ENSG00000140553.17,UNC45A,chr15,+,90948141,90948794,90948141,90948283,90948653,90948794,4978,1,99,,,150,75,,,0.005,,,ENSG00000140553
4979,ENSG00000140553.17,UNC45A,chr15,+,90949653,90950267,90949653,90949720,90950153,90950267,4979,15,88,,,150,75,,,0.079,,,ENSG00000140553
