ID,GeneID,geneSymbol,chr,strand,riExonStart_0base,riExonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,gene
3561,ENSG00000158286.12,RNF207,chr1,+,6209267,6209539,6209267,6209343,6209413,6209539,3561,0,8,,,145,75,,,0,,,ENSG00000158286
3562,ENSG00000158286.12,RNF207,chr1,+,6212681,6213183,6212681,6212733,6213065,6213183,3562,17,4,,,150,75,,,0.68,,,ENSG00000158286
3941,ENSG00000117632.22,STMN1,chr1,-,25901490,25903813,25901490,25901682,25903640,25903813,3941,27,816,,,150,75,,,0.016,,,ENSG00000117632
3989,ENSG00000135829.16,DHX9,chr1,+,182883138,182883368,182883138,182883216,182883319,182883368,3989,312,0,,,150,75,,,1,,,ENSG00000135829
4046,ENSG00000026950.16,BTN3A1,chr6,+,26409893,26410032,26409893,26409914,26410005,26410032,4046,8,17,,,150,75,,,0.19,,,ENSG00000026950
4546,ENSG00000111801.15,BTN3A3,chr6,+,26443956,26445985,26443956,26444304,26445703,26445985,4546,8,7,,,150,75,,,0.364,,,ENSG00000111801
4547,ENSG00000111801.15,BTN3A3,chr6,+,26448247,26448754,26448247,26448448,26448727,26448754,4547,7,1,,,150,75,,,0.778,,,ENSG00000111801
5027,ENSG00000140553.17,UNC45A,chr15,+,90935945,90936460,90935945,90935982,90936136,90936460,5027,3,8,,,150,75,,,0.158,,,ENSG00000140553
5028,ENSG00000140553.17,UNC45A,chr15,+,90935945,90936460,90935945,90935982,90936284,90936460,5028,9,43,,,150,75,,,0.095,,,ENSG00000140553
5029,ENSG00000140553.17,UNC45A,chr15,+,90948141,90948794,90948141,90948283,90948653,90948794,5029,21,67,,,150,75,,,0.135,,,ENSG00000140553
5030,ENSG00000140553.17,UNC45A,chr15,+,90949653,90950267,90949653,90949720,90950153,90950267,5030,47,65,,,150,75,,,0.266,,,ENSG00000140553
