ID,GeneID,geneSymbol,chr,strand,longExonStart_0base,longExonEnd,shortES,shortEE,flankingES,flankingEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,gene
2979,ENSG00000018189.12,RUFY3,chr4,+,70793764,70793904,70793784,70793904,70789494,70789592,2979,5,15,,,95,75,,,0.208,,,ENSG00000018189
3234,ENSG00000143748.17,NVL,chr1,-,224313049,224313155,224313049,224313151,224317693,224317793,3234,1,2,,,79,75,,,0.322,,,ENSG00000143748
3235,ENSG00000143748.17,NVL,chr1,-,224317693,224317793,224317693,224317786,224317877,224317930,3235,18,0,,,82,75,,,1,,,ENSG00000143748
3236,ENSG00000143748.17,NVL,chr1,-,224317877,224317930,224317877,224317925,224326390,224326464,3236,11,0,,,80,75,,,1,,,ENSG00000143748
4072,ENSG00000162819.11,BROX,chr1,+,222724091,222724164,222724099,222724164,222719262,222719359,4072,1,0,,,83,75,,,1,,,ENSG00000162819
4073,ENSG00000162819.11,BROX,chr1,+,222724091,222724164,222724099,222724164,222722418,222722514,4073,17,2,,,83,75,,,0.885,,,ENSG00000162819
4463,ENSG00000076944.15,STXBP2,chr19,+,7640697,7640809,7640730,7640809,7639730,7639807,4463,1,4,,,108,75,,,0.148,,,ENSG00000076944
4464,ENSG00000076944.15,STXBP2,chr19,+,7640697,7640809,7640739,7640809,7639730,7639807,4464,1,0,,,117,75,,,1,,,ENSG00000076944
4465,ENSG00000076944.15,STXBP2,chr19,+,7640730,7640809,7640739,7640809,7639730,7639807,4465,4,0,,,84,75,,,1,,,ENSG00000076944
4466,ENSG00000076944.15,STXBP2,chr19,+,7646171,7646344,7646248,7646344,7645196,7645306,4466,5,8,,,150,75,,,0.238,,,ENSG00000076944
5105,ENSG00000158286.12,RNF207,chr1,+,6211866,6212053,6211922,6212053,6211020,6211118,5105,24,0,,,131,75,,,1,,,ENSG00000158286
5106,ENSG00000158286.12,RNF207,chr1,+,6212217,6212416,6212230,6212416,6211866,6212053,5106,0,19,,,88,75,,,0,,,ENSG00000158286
5387,ENSG00000085788.13,DDHD2,chr8,+,38234393,38234584,38234399,38234584,38232986,38233214,5387,26,0,,,81,75,,,1,,,ENSG00000085788
5388,ENSG00000085788.13,DDHD2,chr8,+,38252721,38252824,38252741,38252824,38252131,38252287,5388,75,0,,,95,75,,,1,,,ENSG00000085788
5804,ENSG00000026950.16,BTN3A1,chr6,+,26405371,26405648,26405541,26405648,26402236,26402412,5804,54,0,,,150,75,,,1,,,ENSG00000026950
5805,ENSG00000026950.16,BTN3A1,chr6,+,26405371,26405648,26405503,26405648,26402249,26402412,5805,46,0,,,150,75,,,1,,,ENSG00000026950
5806,ENSG00000026950.16,BTN3A1,chr6,+,26407670,26407952,26407826,26407952,26405908,26406256,5806,44,4,,,150,75,,,0.846,,,ENSG00000026950
5807,ENSG00000026950.16,BTN3A1,chr6,+,26409893,26410032,26410005,26410032,26409532,26409733,5807,42,3,,,150,75,,,0.875,,,ENSG00000026950
6564,ENSG00000111801.15,BTN3A3,chr6,+,26443366,26443442,26443381,26443442,26440471,26440648,6564,0,10,,,90,75,,,0,,,ENSG00000111801
6565,ENSG00000111801.15,BTN3A3,chr6,+,26443569,26443659,26443640,26443659,26443381,26443442,6565,27,0,,,146,75,,,1,,,ENSG00000111801
6566,ENSG00000111801.15,BTN3A3,chr6,+,26443956,26444304,26444010,26444304,26443569,26443659,6566,28,2,,,129,75,,,0.891,,,ENSG00000111801
7195,ENSG00000095794.19,CREM,chr10,+,35178871,35178986,35178888,35178986,35148367,35148491,7195,0,17,,,92,75,,,0,,,ENSG00000095794
7273,ENSG00000140553.17,UNC45A,chr15,+,90934338,90934549,90934434,90934549,90933976,90934143,7273,0,0,,,150,75,,,,,,ENSG00000140553
7274,ENSG00000140553.17,UNC45A,chr15,+,90936136,90936460,90936284,90936460,90935945,90935982,7274,12,55,,,150,75,,,0.098,,,ENSG00000140553
7331,ENSG00000086848.14,ALG9,chr11,-,111838248,111838399,111838248,111838378,111840654,111840809,7331,14,34,,,96,75,,,0.243,,,ENSG00000086848
