ID,GeneID,geneSymbol,chr,strand,exonStart_0base,exonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,gene
6382,ENSG00000090905.18,TNRC6A,chr16,+,24804704,24804851,24804176,24804319,24805013,24805151,6382,0,54,,,150,75,,,0,,,ENSG00000090905
6909,ENSG00000140983.13,RHOT2,chr16,+,668487,668569,668131,668411,668655,668699,6909,208,2,,,150,75,,,0.981,,,ENSG00000140983
6910,ENSG00000140983.13,RHOT2,chr16,+,669552,669606,668487,668699,670122,670175,6910,155,26,,,129,75,,,0.776,,,ENSG00000140983
6911,ENSG00000140983.13,RHOT2,chr16,+,670674,670773,670455,670557,670891,670940,6911,160,8,,,150,75,,,0.909,,,ENSG00000140983
6912,ENSG00000140983.13,RHOT2,chr16,+,670695,670773,670454,670557,670891,671000,6912,83,8,,,150,75,,,0.838,,,ENSG00000140983
7965,ENSG00000103994.16,ZNF106,chr15,-,42417804,42417951,42412822,42417360,42421060,42421132,7965,49,1,,,150,75,,,0.961,,,ENSG00000103994
7966,ENSG00000103994.16,ZNF106,chr15,-,42444201,42444262,42441740,42442414,42444826,42444981,7966,20,3,,,136,75,,,0.786,,,ENSG00000103994
7967,ENSG00000103994.16,ZNF106,chr15,-,42449770,42451954,42448071,42448705,42457216,42457556,7967,9,0,,,150,75,,,1,,,ENSG00000103994
7968,ENSG00000103994.16,ZNF106,chr15,-,42466052,42466114,42456957,42457158,42472235,42472321,7968,7,1,,,137,75,,,0.793,,,ENSG00000103994
8294,ENSG00000108799.12,EZH1,chr17,-,42713208,42713389,42712288,42712485,42717975,42718067,8294,103,1,,,150,75,,,0.981,,,ENSG00000108799
8295,ENSG00000108799.12,EZH1,chr17,-,42717975,42718067,42713208,42713389,42720272,42720304,8295,58,4,,,150,75,,,0.879,,,ENSG00000108799
8296,ENSG00000108799.12,EZH1,chr17,-,42718453,42718617,42717975,42718067,42719104,42719207,8296,98,0,,,150,75,,,1,,,ENSG00000108799
8297,ENSG00000108799.12,EZH1,chr17,-,42719104,42719207,42717975,42718067,42720272,42720304,8297,54,1,,,150,75,,,0.964,,,ENSG00000108799
8298,ENSG00000108799.12,EZH1,chr17,-,42719104,42719207,42718453,42718617,42720272,42720304,8298,108,0,,,150,75,,,1,,,ENSG00000108799
8299,ENSG00000108799.12,EZH1,chr17,-,42722794,42722915,42720272,42720449,42724304,42724424,8299,100,0,,,150,75,,,1,,,ENSG00000108799
8300,ENSG00000108799.12,EZH1,chr17,-,42722794,42722915,42720272,42720449,42727634,42727763,8300,63,0,,,150,75,,,1,,,ENSG00000108799
8301,ENSG00000108799.12,EZH1,chr17,-,42724304,42724424,42720272,42720449,42727634,42727763,8301,39,0,,,150,75,,,1,,,ENSG00000108799
8302,ENSG00000108799.12,EZH1,chr17,-,42724304,42724424,42722794,42722915,42727634,42727763,8302,81,5,,,150,75,,,0.89,,,ENSG00000108799
8303,ENSG00000108799.12,EZH1,chr17,-,42724304,42724424,42722794,42722915,42727661,42727763,8303,45,0,,,150,75,,,1,,,ENSG00000108799
8304,ENSG00000108799.12,EZH1,chr17,-,42727634,42727763,42722794,42722915,42728824,42728952,8304,48,0,,,150,75,,,1,,,ENSG00000108799
8305,ENSG00000108799.12,EZH1,chr17,-,42727661,42727763,42722794,42722915,42728824,42728952,8305,43,0,,,150,75,,,1,,,ENSG00000108799
8306,ENSG00000108799.12,EZH1,chr17,-,42728824,42728952,42727634,42727763,42730827,42730918,8306,64,0,,,150,75,,,1,,,ENSG00000108799
8307,ENSG00000108799.12,EZH1,chr17,-,42729146,42729239,42728824,42728952,42730827,42730918,8307,0,21,,,150,75,,,0,,,ENSG00000108799
8308,ENSG00000108799.12,EZH1,chr17,-,42730827,42730918,42728824,42728952,42745010,42745015,8308,40,1,,,150,75,,,0.952,,,ENSG00000108799
8309,ENSG00000108799.12,EZH1,chr17,-,42731774,42731893,42730827,42730918,42745010,42745035,8309,0,19,,,150,75,,,0,,,ENSG00000108799
10078,ENSG00000066455.12,GOLGA5,chr14,+,92837385,92837449,92835558,92835664,92839365,92839963,10078,113,3,,,139,75,,,0.953,,,ENSG00000066455
11266,ENSG00000076108.11,BAZ2A,chr12,-,56617394,56617532,56615013,56615607,56630124,56630211,11266,31,0,,,150,75,,,1,,,ENSG00000076108
11267,ENSG00000076108.11,BAZ2A,chr12,-,56630775,56630865,56617394,56617532,56636181,56636293,11267,17,2,,,150,75,,,0.81,,,ENSG00000076108
13242,ENSG00000131626.16,PPFIA1,chr11,+,70333021,70333096,70331959,70332094,70333469,70333553,13242,5,14,,,150,75,,,0.152,,,ENSG00000131626
13243,ENSG00000131626.16,PPFIA1,chr11,+,70343668,70343892,70340976,70341097,70348188,70348261,13243,16,0,,,150,75,,,1,,,ENSG00000131626
13244,ENSG00000131626.16,PPFIA1,chr11,+,70349922,70350039,70348188,70348420,70350993,70351023,13244,7,0,,,150,75,,,1,,,ENSG00000131626
13245,ENSG00000131626.16,PPFIA1,chr11,+,70349922,70350039,70348188,70348420,70354300,70354452,13245,11,19,,,150,75,,,0.224,,,ENSG00000131626
13246,ENSG00000131626.16,PPFIA1,chr11,+,70350993,70351023,70348188,70348420,70354300,70354452,13246,0,19,,,105,75,,,0,,,ENSG00000131626
13247,ENSG00000131626.16,PPFIA1,chr11,+,70350993,70351023,70349922,70350039,70354300,70354452,13247,0,4,,,105,75,,,0,,,ENSG00000131626
13248,ENSG00000131626.16,PPFIA1,chr11,+,70365372,70365435,70362287,70362488,70372214,70372390,13248,3,27,,,138,75,,,0.057,,,ENSG00000131626
13249,ENSG00000131626.16,PPFIA1,chr11,+,70365940,70365967,70365372,70365435,70372214,70372390,13249,0,3,,,102,75,,,0,,,ENSG00000131626
13250,ENSG00000131626.16,PPFIA1,chr11,+,70382087,70382158,70378029,70378195,70383002,70384387,13250,46,12,,,146,75,,,0.663,,,ENSG00000131626
13604,ENSG00000162148.10,PPP1R32,chr11,+,61486343,61486403,61485798,61485911,61486523,61486610,13604,5,1,,,135,75,,,0.735,,,ENSG00000162148
13605,ENSG00000162148.10,PPP1R32,chr11,+,61486343,61486403,61485798,61485911,61486947,61487061,13605,6,2,,,135,75,,,0.625,,,ENSG00000162148
13606,ENSG00000162148.10,PPP1R32,chr11,+,61486523,61486610,61485798,61485911,61486947,61487061,13606,16,2,,,150,75,,,0.8,,,ENSG00000162148
13607,ENSG00000162148.10,PPP1R32,chr11,+,61486523,61486610,61486343,61486403,61486947,61487061,13607,15,1,,,150,75,,,0.882,,,ENSG00000162148
13608,ENSG00000162148.10,PPP1R32,chr11,+,61489781,61489946,61487145,61487240,61490500,61490584,13608,16,4,,,150,75,,,0.667,,,ENSG00000162148
13609,ENSG00000162148.10,PPP1R32,chr11,+,61489781,61489946,61488841,61488962,61490500,61490584,13609,12,1,,,150,75,,,0.857,,,ENSG00000162148
14194,ENSG00000086848.14,ALG9,chr11,-,111870231,111870370,111868601,111868736,111871351,111871533,14194,21,1,,,150,75,,,0.913,,,ENSG00000086848
15239,ENSG00000138756.17,BMP2K,chr4,+,78860035,78860079,78859583,78859687,78861388,78861468,15239,0,11,,,119,75,,,0,,,ENSG00000138756
15240,ENSG00000138756.17,BMP2K,chr4,+,78887173,78887284,78878733,78878891,78910609,78912185,15240,13,1,,,150,75,,,0.867,,,ENSG00000138756
15355,ENSG00000018189.12,RUFY3,chr4,+,70741626,70741680,70734433,70734593,70762518,70762692,15355,1,2,,,129,75,,,0.225,,,ENSG00000018189
15356,ENSG00000018189.12,RUFY3,chr4,+,70800140,70800205,70794672,70794894,70802955,70802983,15356,80,2,,,140,75,,,0.955,,,ENSG00000018189
15357,ENSG00000018189.12,RUFY3,chr4,+,70802955,70802983,70799447,70800205,70804347,70804416,15357,71,1,,,103,75,,,0.981,,,ENSG00000018189
15358,ENSG00000018189.12,RUFY3,chr4,+,70802955,70802983,70799447,70800205,70806515,70806871,15358,22,0,,,103,75,,,1,,,ENSG00000018189
15359,ENSG00000018189.12,RUFY3,chr4,+,70804347,70804416,70799447,70800205,70806515,70806553,15359,64,0,,,144,75,,,1,,,ENSG00000018189
15360,ENSG00000018189.12,RUFY3,chr4,+,70804347,70804416,70802955,70802983,70806515,70806553,15360,120,3,,,144,75,,,0.954,,,ENSG00000018189
15361,ENSG00000018189.12,RUFY3,chr4,+,70804347,70804416,70802982,70803059,70806515,70806553,15361,66,0,,,144,75,,,1,,,ENSG00000018189
17016,ENSG00000143748.17,NVL,chr1,-,224232088,224232182,224231225,224231296,224233200,224233289,17016,6,44,,,150,75,,,0.064,,,ENSG00000143748
17017,ENSG00000143748.17,NVL,chr1,-,224232894,224232972,224231225,224231296,224233200,224233289,17017,0,44,,,150,75,,,0,,,ENSG00000143748
17018,ENSG00000143748.17,NVL,chr1,-,224233200,224233289,224231225,224231296,224236505,224236582,17018,81,1,,,150,75,,,0.976,,,ENSG00000143748
17019,ENSG00000143748.17,NVL,chr1,-,224236505,224236582,224233200,224233289,224250211,224250318,17019,77,3,,,150,75,,,0.928,,,ENSG00000143748
17020,ENSG00000143748.17,NVL,chr1,-,224268033,224268133,224250211,224250318,224275338,224275458,17020,59,1,,,150,75,,,0.967,,,ENSG00000143748
17021,ENSG00000143748.17,NVL,chr1,-,224296500,224296618,224294266,224294411,224300561,224300663,17021,50,1,,,150,75,,,0.962,,,ENSG00000143748
17022,ENSG00000143748.17,NVL,chr1,-,224301690,224301771,224300561,224300663,224303722,224303857,17022,2,11,,,150,75,,,0.083,,,ENSG00000143748
17023,ENSG00000143748.17,NVL,chr1,-,224304735,224304812,224303722,224303857,224305033,224305166,17023,36,2,,,150,75,,,0.9,,,ENSG00000143748
17024,ENSG00000143748.17,NVL,chr1,-,224307990,224308263,224305033,224305166,224311799,224311857,17024,49,0,,,150,75,,,1,,,ENSG00000143748
17025,ENSG00000143748.17,NVL,chr1,-,224311799,224311857,224305033,224305166,224317693,224317793,17025,11,0,,,133,75,,,1,,,ENSG00000143748
17026,ENSG00000143748.17,NVL,chr1,-,224311799,224311857,224307990,224308263,224317693,224317793,17026,35,0,,,133,75,,,1,,,ENSG00000143748
17027,ENSG00000143748.17,NVL,chr1,-,224313049,224313151,224311799,224311857,224317693,224317793,17027,4,16,,,150,75,,,0.111,,,ENSG00000143748
17028,ENSG00000143748.17,NVL,chr1,-,224313049,224313155,224311799,224311857,224317693,224317793,17028,3,16,,,150,75,,,0.086,,,ENSG00000143748
17029,ENSG00000143748.17,NVL,chr1,-,224326390,224326464,224317877,224317930,224330070,224330137,17029,15,2,,,149,75,,,0.791,,,ENSG00000143748
21998,ENSG00000116171.17,SCP2,chr1,+,52941795,52941853,52927228,52927465,52948008,52948080,21998,69,0,,,133,75,,,1,,,ENSG00000116171
21999,ENSG00000116171.17,SCP2,chr1,+,52948008,52948080,52941795,52941853,52950754,52950886,21999,80,0,,,147,75,,,1,,,ENSG00000116171
22000,ENSG00000116171.17,SCP2,chr1,+,52950754,52950886,52948008,52948080,52954739,52954804,22000,69,3,,,150,75,,,0.92,,,ENSG00000116171
22001,ENSG00000116171.17,SCP2,chr1,+,52974768,52974832,52961502,52961629,52976682,52976769,22001,85,0,,,139,75,,,1,,,ENSG00000116171
22002,ENSG00000116171.17,SCP2,chr1,+,52976682,52976769,52974768,52974832,52978216,52978367,22002,99,0,,,150,75,,,1,,,ENSG00000116171
22003,ENSG00000116171.17,SCP2,chr1,+,52993257,52996000,52988028,52988136,53014889,53015043,22003,2,48,,,150,75,,,0.02,,,ENSG00000116171
22004,ENSG00000116171.17,SCP2,chr1,+,53027968,53028071,53014889,53015043,53038916,53039046,22004,324,1,,,150,75,,,0.994,,,ENSG00000116171
22005,ENSG00000116171.17,SCP2,chr1,+,53027977,53028071,53014927,53015043,53038916,53039046,22005,159,1,,,150,75,,,0.988,,,ENSG00000116171
22006,ENSG00000116171.17,SCP2,chr1,+,53038916,53039046,53027968,53028071,53047857,53047937,22006,399,1,,,150,75,,,0.995,,,ENSG00000116171
22092,ENSG00000162819.11,BROX,chr1,+,222715144,222715269,222713380,222713416,222715683,222715800,22092,0,6,,,150,75,,,0,,,ENSG00000162819
22093,ENSG00000162819.11,BROX,chr1,+,222715683,222715800,222712552,222712942,222718924,222719031,22093,13,1,,,150,75,,,0.867,,,ENSG00000162819
22094,ENSG00000162819.11,BROX,chr1,+,222715683,222715800,222715144,222715269,222718924,222719031,22094,9,0,,,150,75,,,1,,,ENSG00000162819
22095,ENSG00000162819.11,BROX,chr1,+,222717857,222718094,222715683,222715800,222718924,222719031,22095,0,9,,,150,75,,,0,,,ENSG00000162819
22096,ENSG00000162819.11,BROX,chr1,+,222722418,222722514,222719262,222719359,222724091,222724164,22096,30,0,,,150,75,,,1,,,ENSG00000162819
22097,ENSG00000162819.11,BROX,chr1,+,222722418,222722514,222719262,222719359,222724099,222724164,22097,16,0,,,150,75,,,1,,,ENSG00000162819
22098,ENSG00000162819.11,BROX,chr1,+,222729619,222729701,222728742,222728828,222730026,222730177,22098,41,1,,,150,75,,,0.953,,,ENSG00000162819
22099,ENSG00000162819.11,BROX,chr1,+,222731356,222731516,222730026,222730177,222732627,222735196,22099,36,0,,,150,75,,,1,,,ENSG00000162819
24463,ENSG00000076944.15,STXBP2,chr19,+,7641704,7641853,7640899,7641003,7642033,7642118,24463,14,0,,,150,75,,,1,,,ENSG00000076944
24464,ENSG00000076944.15,STXBP2,chr19,+,7643164,7643245,7642982,7643048,7644613,7644752,24464,20,1,,,150,75,,,0.909,,,ENSG00000076944
24465,ENSG00000076944.15,STXBP2,chr19,+,7644878,7644934,7644613,7644752,7645196,7645306,24465,1,11,,,131,75,,,0.049,,,ENSG00000076944
24466,ENSG00000076944.15,STXBP2,chr19,+,7646171,7646344,7645196,7645306,7647161,7647247,24466,7,0,,,150,75,,,1,,,ENSG00000076944
24467,ENSG00000076944.15,STXBP2,chr19,+,7646248,7646344,7645195,7645306,7647161,7647247,24467,14,0,,,150,75,,,1,,,ENSG00000076944
24468,ENSG00000076944.15,STXBP2,chr19,+,7647353,7647511,7647161,7647247,7647724,7647810,24468,25,0,,,150,75,,,1,,,ENSG00000076944
25093,ENSG00000085832.16,EPS15,chr1,-,51397110,51397211,51394211,51394447,51399031,51399165,25093,0,48,,,150,75,,,0,,,ENSG00000085832
25094,ENSG00000085832.16,EPS15,chr1,-,51448045,51448135,51446959,51447105,51461090,51461150,25094,41,1,,,150,75,,,0.953,,,ENSG00000085832
25095,ENSG00000085832.16,EPS15,chr1,-,51459040,51459148,51458395,51458733,51461090,51461150,25095,0,0,,,150,75,,,,,,ENSG00000085832
25096,ENSG00000085832.16,EPS15,chr1,-,51468472,51468568,51465260,51465326,51471689,51471737,25096,48,0,,,150,75,,,1,,,ENSG00000085832
28100,ENSG00000158286.12,RNF207,chr1,+,6209114,6209196,6208617,6209025,6209267,6209343,28100,17,2,,,150,75,,,0.81,,,ENSG00000158286
28101,ENSG00000158286.12,RNF207,chr1,+,6209267,6209343,6208880,6209025,6209413,6209539,28101,16,3,,,150,75,,,0.727,,,ENSG00000158286
29664,ENSG00000085788.13,DDHD2,chr8,+,38234393,38234510,38232986,38233214,38237537,38237622,29664,25,0,,,150,75,,,1,,,ENSG00000085788
29665,ENSG00000085788.13,DDHD2,chr8,+,38234393,38234584,38232986,38233214,38237537,38237585,29665,68,0,,,150,75,,,1,,,ENSG00000085788
29666,ENSG00000085788.13,DDHD2,chr8,+,38234399,38234584,38232986,38233214,38237537,38237616,29666,43,0,,,150,75,,,1,,,ENSG00000085788
29667,ENSG00000085788.13,DDHD2,chr8,+,38238088,38238209,38237537,38237627,38240274,38240364,29667,43,0,,,150,75,,,1,,,ENSG00000085788
29668,ENSG00000085788.13,DDHD2,chr8,+,38240274,38240364,38238088,38238209,38242249,38242385,29668,43,0,,,150,75,,,1,,,ENSG00000085788
29669,ENSG00000085788.13,DDHD2,chr8,+,38246232,38246300,38245741,38245950,38247712,38247835,29669,65,9,,,143,75,,,0.791,,,ENSG00000085788
29923,ENSG00000142599.17,RERE,chr1,-,8355418,8355599,8352396,8355120,8356099,8356246,29923,170,3,,,150,75,,,0.966,,,ENSG00000142599
29924,ENSG00000142599.17,RERE,chr1,-,8359763,8359986,8358195,8358916,8360111,8361490,29924,165,1,,,150,75,,,0.988,,,ENSG00000142599
29925,ENSG00000142599.17,RERE,chr1,-,8364745,8364838,8363709,8364255,8365811,8365974,29925,101,1,,,150,75,,,0.981,,,ENSG00000142599
29926,ENSG00000142599.17,RERE,chr1,-,8423166,8423247,8422726,8422807,8423560,8423666,29926,1,6,,,150,75,,,0.077,,,ENSG00000142599
29927,ENSG00000142599.17,RERE,chr1,-,8508626,8508675,8497404,8497529,8525758,8525939,29927,23,0,,,124,75,,,1,,,ENSG00000142599
29928,ENSG00000142599.17,RERE,chr1,-,8519709,8519792,8508626,8508675,8525758,8526027,29928,0,5,,,150,75,,,0,,,ENSG00000142599
29929,ENSG00000142599.17,RERE,chr1,-,8614560,8614686,8557417,8557523,8624309,8624380,29929,23,4,,,150,75,,,0.742,,,ENSG00000142599
29930,ENSG00000142599.17,RERE,chr1,-,8792403,8792588,8655972,8656441,8817159,8817465,29930,0,5,,,150,75,,,0,,,ENSG00000142599
31402,ENSG00000135829.16,DHX9,chr1,+,182855576,182855713,182854040,182854178,182856531,182856572,31402,17,17,,,150,75,,,0.333,,,ENSG00000135829
31474,ENSG00000116406.18,EDEM3,chr1,-,184701496,184701544,184690492,184694472,184702810,184702996,31474,0,19,,,123,75,,,0,,,ENSG00000116406
31475,ENSG00000116406.18,EDEM3,chr1,-,184749546,184749592,184737610,184737711,184754488,184754907,31475,8,0,,,121,75,,,1,,,ENSG00000116406
32098,ENSG00000026950.16,BTN3A1,chr6,+,26404134,26404227,26402257,26402412,26405371,26405648,32098,0,15,,,150,75,,,0,,,ENSG00000026950
32099,ENSG00000026950.16,BTN3A1,chr6,+,26409893,26409914,26409532,26409733,26410005,26410032,32099,43,3,,,96,75,,,0.918,,,ENSG00000026950
32268,ENSG00000134262.12,AP4B1,chr1,-,113896257,113896465,113895756,113896038,113897839,113897943,32268,90,3,,,150,75,,,0.938,,,ENSG00000134262
32269,ENSG00000134262.12,AP4B1,chr1,-,113896257,113896465,113895756,113896038,113898717,113898801,32269,41,1,,,150,75,,,0.953,,,ENSG00000134262
32270,ENSG00000134262.12,AP4B1,chr1,-,113897839,113897943,113895055,113896465,113898717,113898763,32270,90,3,,,150,75,,,0.938,,,ENSG00000134262
