ID,GeneID,geneSymbol,chr,strand,exonStart_0base,exonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,gene
6349,ENSG00000213024.11,NUP62,chr19,-,49927693,49927848,49908104,49909884,49929325,49929435,6349,35,8,,,150,75,,,0.686,,,ENSG00000213024
6350,ENSG00000213024.11,NUP62,chr19,-,49927693,49927848,49911104,49911366,49929325,49929435,6350,4,0,,,150,75,,,1,,,ENSG00000213024
6574,ENSG00000090905.18,TNRC6A,chr16,+,24750725,24750813,24730252,24730300,24758338,24758360,6574,53,1,,,150,75,,,0.964,,,ENSG00000090905
6575,ENSG00000090905.18,TNRC6A,chr16,+,24758338,24758360,24730252,24730300,24776932,24777358,6575,6,0,,,97,75,,,1,,,ENSG00000090905
6576,ENSG00000090905.18,TNRC6A,chr16,+,24776932,24777358,24758338,24758360,24789231,24791817,6576,63,2,,,150,75,,,0.94,,,ENSG00000090905
6577,ENSG00000090905.18,TNRC6A,chr16,+,24778343,24778468,24777247,24777358,24789231,24791817,6577,1,34,,,150,75,,,0.014,,,ENSG00000090905
6578,ENSG00000090905.18,TNRC6A,chr16,+,24793472,24793649,24789231,24791817,24794543,24794719,6578,18,46,,,150,75,,,0.164,,,ENSG00000090905
6579,ENSG00000090905.18,TNRC6A,chr16,+,24795906,24795939,24794543,24794719,24797489,24797503,6579,67,2,,,108,75,,,0.959,,,ENSG00000090905
6580,ENSG00000090905.18,TNRC6A,chr16,+,24804704,24804851,24804176,24804319,24805013,24805151,6580,0,78,,,150,75,,,0,,,ENSG00000090905
7104,ENSG00000140983.13,RHOT2,chr16,+,668487,668569,668131,668411,668655,668699,7104,162,2,,,150,75,,,0.976,,,ENSG00000140983
7105,ENSG00000140983.13,RHOT2,chr16,+,669552,669606,668487,668699,670122,670175,7105,178,7,,,129,75,,,0.937,,,ENSG00000140983
7106,ENSG00000140983.13,RHOT2,chr16,+,670674,670773,670455,670557,670891,670940,7106,171,2,,,150,75,,,0.977,,,ENSG00000140983
7107,ENSG00000140983.13,RHOT2,chr16,+,670695,670773,670454,670557,670891,671000,7107,82,2,,,150,75,,,0.953,,,ENSG00000140983
7108,ENSG00000140983.13,RHOT2,chr16,+,672702,672825,672253,672566,672927,673057,7108,316,2,,,150,75,,,0.987,,,ENSG00000140983
8208,ENSG00000103994.16,ZNF106,chr15,-,42417804,42417951,42412822,42417360,42421060,42421132,8208,96,1,,,150,75,,,0.98,,,ENSG00000103994
8209,ENSG00000103994.16,ZNF106,chr15,-,42449770,42451954,42448071,42448705,42457216,42457556,8209,33,2,,,150,75,,,0.892,,,ENSG00000103994
8210,ENSG00000103994.16,ZNF106,chr15,-,42456957,42457158,42450977,42451954,42466052,42466114,8210,28,2,,,150,75,,,0.875,,,ENSG00000103994
8553,ENSG00000108799.12,EZH1,chr17,-,42713208,42713389,42712288,42712485,42717975,42718067,8553,98,2,,,150,75,,,0.961,,,ENSG00000108799
8554,ENSG00000108799.12,EZH1,chr17,-,42718453,42718617,42717975,42718067,42719104,42719207,8554,102,0,,,150,75,,,1,,,ENSG00000108799
8555,ENSG00000108799.12,EZH1,chr17,-,42719104,42719207,42718453,42718617,42720272,42720304,8555,94,0,,,150,75,,,1,,,ENSG00000108799
8556,ENSG00000108799.12,EZH1,chr17,-,42722794,42722915,42720272,42720449,42724304,42724424,8556,91,1,,,150,75,,,0.978,,,ENSG00000108799
8557,ENSG00000108799.12,EZH1,chr17,-,42722794,42722915,42720272,42720449,42727634,42727763,8557,56,0,,,150,75,,,1,,,ENSG00000108799
8558,ENSG00000108799.12,EZH1,chr17,-,42724304,42724424,42720272,42720449,42727634,42727763,8558,32,0,,,150,75,,,1,,,ENSG00000108799
8559,ENSG00000108799.12,EZH1,chr17,-,42724304,42724424,42722794,42722915,42727634,42727763,8559,74,8,,,150,75,,,0.822,,,ENSG00000108799
8560,ENSG00000108799.12,EZH1,chr17,-,42724304,42724424,42722794,42722915,42727661,42727763,8560,43,0,,,150,75,,,1,,,ENSG00000108799
8561,ENSG00000108799.12,EZH1,chr17,-,42727634,42727763,42722794,42722915,42728824,42728952,8561,51,0,,,150,75,,,1,,,ENSG00000108799
8562,ENSG00000108799.12,EZH1,chr17,-,42727661,42727763,42722794,42722915,42728824,42728952,8562,43,0,,,150,75,,,1,,,ENSG00000108799
8563,ENSG00000108799.12,EZH1,chr17,-,42728824,42728952,42727634,42727763,42730827,42730918,8563,66,0,,,150,75,,,1,,,ENSG00000108799
8564,ENSG00000108799.12,EZH1,chr17,-,42729146,42729239,42728824,42728952,42730827,42730918,8564,0,23,,,150,75,,,0,,,ENSG00000108799
8565,ENSG00000108799.12,EZH1,chr17,-,42730827,42730918,42728824,42728952,42745010,42745015,8565,36,0,,,150,75,,,1,,,ENSG00000108799
8566,ENSG00000108799.12,EZH1,chr17,-,42731774,42731893,42730827,42730918,42745010,42745035,8566,0,13,,,150,75,,,0,,,ENSG00000108799
9785,ENSG00000129472.13,RAB2B,chr14,-,21463655,21463767,21462349,21462418,21468356,21468449,9785,78,1,,,150,75,,,0.975,,,ENSG00000129472
10380,ENSG00000066455.12,GOLGA5,chr14,+,92816250,92816421,92811550,92811754,92819707,92819836,10380,182,1,,,150,75,,,0.989,,,ENSG00000066455
10381,ENSG00000066455.12,GOLGA5,chr14,+,92824545,92824644,92819707,92819836,92833121,92833347,10381,196,1,,,150,75,,,0.99,,,ENSG00000066455
10382,ENSG00000066455.12,GOLGA5,chr14,+,92837385,92837449,92835558,92835664,92839365,92839963,10382,158,7,,,139,75,,,0.924,,,ENSG00000066455
11645,ENSG00000076108.11,BAZ2A,chr12,-,56600680,56600832,56600200,56600490,56600942,56601086,11645,132,1,,,150,75,,,0.985,,,ENSG00000076108
11646,ENSG00000076108.11,BAZ2A,chr12,-,56615013,56615607,56613952,56614138,56617394,56617532,11646,39,1,,,150,75,,,0.951,,,ENSG00000076108
11647,ENSG00000076108.11,BAZ2A,chr12,-,56617394,56617532,56615013,56615607,56630124,56630211,11647,28,0,,,150,75,,,1,,,ENSG00000076108
11648,ENSG00000076108.11,BAZ2A,chr12,-,56630775,56630865,56617394,56617532,56636181,56636293,11648,10,3,,,150,75,,,0.625,,,ENSG00000076108
13717,ENSG00000131626.16,PPFIA1,chr11,+,70333021,70333096,70331959,70332094,70333469,70333553,13717,1,37,,,150,75,,,0.013,,,ENSG00000131626
13718,ENSG00000131626.16,PPFIA1,chr11,+,70343668,70343892,70340976,70341097,70348188,70348261,13718,43,0,,,150,75,,,1,,,ENSG00000131626
13719,ENSG00000131626.16,PPFIA1,chr11,+,70349922,70350039,70348188,70348420,70350993,70351023,13719,4,0,,,150,75,,,1,,,ENSG00000131626
13720,ENSG00000131626.16,PPFIA1,chr11,+,70349922,70350039,70348188,70348420,70354300,70354452,13720,5,27,,,150,75,,,0.085,,,ENSG00000131626
13721,ENSG00000131626.16,PPFIA1,chr11,+,70350993,70351023,70348188,70348420,70354300,70354452,13721,0,27,,,105,75,,,0,,,ENSG00000131626
13722,ENSG00000131626.16,PPFIA1,chr11,+,70350993,70351023,70349922,70350039,70354300,70354452,13722,2,3,,,105,75,,,0.323,,,ENSG00000131626
13723,ENSG00000131626.16,PPFIA1,chr11,+,70382087,70382158,70378029,70378195,70383002,70384387,13723,59,13,,,146,75,,,0.7,,,ENSG00000131626
14085,ENSG00000162148.10,PPP1R32,chr11,+,61486343,61486403,61485798,61485911,61486523,61486610,14085,12,5,,,135,75,,,0.571,,,ENSG00000162148
14086,ENSG00000162148.10,PPP1R32,chr11,+,61486343,61486403,61485798,61485911,61486947,61487061,14086,7,4,,,135,75,,,0.493,,,ENSG00000162148
14087,ENSG00000162148.10,PPP1R32,chr11,+,61486523,61486610,61485798,61485911,61486947,61487061,14087,21,4,,,150,75,,,0.724,,,ENSG00000162148
14088,ENSG00000162148.10,PPP1R32,chr11,+,61486523,61486610,61486343,61486403,61486947,61487061,14088,22,1,,,150,75,,,0.917,,,ENSG00000162148
14089,ENSG00000162148.10,PPP1R32,chr11,+,61489781,61489946,61487145,61487240,61490500,61490584,14089,16,6,,,150,75,,,0.571,,,ENSG00000162148
15802,ENSG00000138756.17,BMP2K,chr4,+,78847187,78847269,78844927,78845049,78850923,78851056,15802,14,1,,,150,75,,,0.875,,,ENSG00000138756
15803,ENSG00000138756.17,BMP2K,chr4,+,78860035,78860079,78859583,78859687,78861388,78861468,15803,0,12,,,119,75,,,0,,,ENSG00000138756
15804,ENSG00000138756.17,BMP2K,chr4,+,78887173,78887284,78878733,78878891,78910609,78912185,15804,11,1,,,150,75,,,0.846,,,ENSG00000138756
15923,ENSG00000018189.12,RUFY3,chr4,+,70741626,70741680,70734433,70734593,70762518,70762692,15923,2,0,,,129,75,,,1,,,ENSG00000018189
15924,ENSG00000018189.12,RUFY3,chr4,+,70800140,70800205,70789494,70789592,70802955,70802983,15924,47,1,,,140,75,,,0.962,,,ENSG00000018189
15925,ENSG00000018189.12,RUFY3,chr4,+,70800140,70800205,70794672,70794894,70802955,70802983,15925,69,2,,,140,75,,,0.949,,,ENSG00000018189
15926,ENSG00000018189.12,RUFY3,chr4,+,70800140,70800205,70799404,70799875,70802955,70802983,15926,59,2,,,140,75,,,0.94,,,ENSG00000018189
15927,ENSG00000018189.12,RUFY3,chr4,+,70802955,70802983,70799447,70800205,70804347,70804416,15927,53,3,,,103,75,,,0.928,,,ENSG00000018189
15928,ENSG00000018189.12,RUFY3,chr4,+,70802955,70802983,70799447,70800205,70806515,70806871,15928,20,0,,,103,75,,,1,,,ENSG00000018189
15929,ENSG00000018189.12,RUFY3,chr4,+,70804347,70804416,70799447,70800205,70806515,70806553,15929,47,0,,,144,75,,,1,,,ENSG00000018189
15930,ENSG00000018189.12,RUFY3,chr4,+,70804347,70804416,70802955,70802983,70806515,70806553,15930,83,3,,,144,75,,,0.935,,,ENSG00000018189
17709,ENSG00000143748.17,NVL,chr1,-,224232088,224232182,224231225,224231296,224233200,224233289,17709,0,24,,,150,75,,,0,,,ENSG00000143748
17710,ENSG00000143748.17,NVL,chr1,-,224232894,224232972,224231225,224231296,224233200,224233289,17710,1,24,,,150,75,,,0.02,,,ENSG00000143748
17711,ENSG00000143748.17,NVL,chr1,-,224233200,224233289,224231225,224231296,224236505,224236582,17711,52,1,,,150,75,,,0.963,,,ENSG00000143748
17712,ENSG00000143748.17,NVL,chr1,-,224296500,224296618,224294266,224294411,224300561,224300663,17712,25,4,,,150,75,,,0.758,,,ENSG00000143748
17713,ENSG00000143748.17,NVL,chr1,-,224301690,224301771,224300561,224300663,224303722,224303857,17713,7,13,,,150,75,,,0.212,,,ENSG00000143748
17714,ENSG00000143748.17,NVL,chr1,-,224304735,224304812,224303722,224303857,224305033,224305166,17714,21,1,,,150,75,,,0.913,,,ENSG00000143748
17715,ENSG00000143748.17,NVL,chr1,-,224307990,224308263,224305033,224305166,224311799,224311857,17715,27,0,,,150,75,,,1,,,ENSG00000143748
17716,ENSG00000143748.17,NVL,chr1,-,224311799,224311857,224305033,224305166,224317693,224317793,17716,3,0,,,133,75,,,1,,,ENSG00000143748
17717,ENSG00000143748.17,NVL,chr1,-,224311799,224311857,224307990,224308263,224317693,224317793,17717,15,1,,,133,75,,,0.894,,,ENSG00000143748
17718,ENSG00000143748.17,NVL,chr1,-,224313049,224313151,224311799,224311857,224317693,224317793,17718,2,6,,,150,75,,,0.143,,,ENSG00000143748
17719,ENSG00000143748.17,NVL,chr1,-,224313049,224313155,224311799,224311857,224317693,224317793,17719,0,6,,,150,75,,,0,,,ENSG00000143748
17720,ENSG00000143748.17,NVL,chr1,-,224326390,224326464,224317877,224317930,224330070,224330137,17720,12,2,,,149,75,,,0.751,,,ENSG00000143748
22884,ENSG00000116171.17,SCP2,chr1,+,52941795,52941853,52927228,52927465,52948008,52948080,22884,71,0,,,133,75,,,1,,,ENSG00000116171
22885,ENSG00000116171.17,SCP2,chr1,+,52948008,52948080,52941795,52941853,52950754,52950886,22885,84,0,,,147,75,,,1,,,ENSG00000116171
22886,ENSG00000116171.17,SCP2,chr1,+,52950754,52950886,52948008,52948080,52954739,52954804,22886,79,6,,,150,75,,,0.868,,,ENSG00000116171
22887,ENSG00000116171.17,SCP2,chr1,+,52954739,52954804,52950754,52950886,52961502,52961629,22887,95,1,,,140,75,,,0.981,,,ENSG00000116171
22888,ENSG00000116171.17,SCP2,chr1,+,52974768,52974832,52961502,52961629,52976682,52976769,22888,89,0,,,139,75,,,1,,,ENSG00000116171
22889,ENSG00000116171.17,SCP2,chr1,+,52976682,52976769,52974768,52974832,52978216,52978367,22889,98,3,,,150,75,,,0.942,,,ENSG00000116171
22890,ENSG00000116171.17,SCP2,chr1,+,52993257,52996000,52988028,52988136,53014889,53015043,22890,1,39,,,150,75,,,0.013,,,ENSG00000116171
22891,ENSG00000116171.17,SCP2,chr1,+,53027968,53028071,53014889,53015043,53038916,53039046,22891,388,1,,,150,75,,,0.995,,,ENSG00000116171
22892,ENSG00000116171.17,SCP2,chr1,+,53027977,53028071,53014927,53015043,53038916,53039046,22892,190,1,,,150,75,,,0.99,,,ENSG00000116171
22893,ENSG00000116171.17,SCP2,chr1,+,53038916,53039046,53027968,53028071,53047857,53047937,22893,412,7,,,150,75,,,0.967,,,ENSG00000116171
22984,ENSG00000162819.11,BROX,chr1,+,222715144,222715269,222712558,222712942,222715683,222715800,22984,1,5,,,150,75,,,0.091,,,ENSG00000162819
22985,ENSG00000162819.11,BROX,chr1,+,222715144,222715269,222713380,222713416,222715683,222715800,22985,0,10,,,150,75,,,0,,,ENSG00000162819
22986,ENSG00000162819.11,BROX,chr1,+,222715144,222715269,222713380,222713416,222718924,222719031,22986,2,1,,,150,75,,,0.5,,,ENSG00000162819
22987,ENSG00000162819.11,BROX,chr1,+,222715683,222715800,222713320,222713416,222718924,222719031,22987,25,1,,,150,75,,,0.926,,,ENSG00000162819
22988,ENSG00000162819.11,BROX,chr1,+,222715683,222715800,222715144,222715269,222718924,222719031,22988,15,2,,,150,75,,,0.789,,,ENSG00000162819
22989,ENSG00000162819.11,BROX,chr1,+,222717857,222718094,222715683,222715800,222718924,222719031,22989,0,15,,,150,75,,,0,,,ENSG00000162819
22990,ENSG00000162819.11,BROX,chr1,+,222722418,222722514,222719262,222719359,222724091,222724164,22990,44,5,,,150,75,,,0.815,,,ENSG00000162819
22991,ENSG00000162819.11,BROX,chr1,+,222731356,222731516,222730026,222730177,222732627,222735196,22991,93,2,,,150,75,,,0.959,,,ENSG00000162819
25222,ENSG00000164692.17,COL1A2,chr7,+,94408182,94408236,94407846,94407891,94408335,94408380,25222,2473,3,,,129,75,,,0.998,,,ENSG00000164692
25223,ENSG00000164692.17,COL1A2,chr7,+,94427187,94427295,94427007,94427061,94427626,94427885,25223,6128,3,,,150,75,,,0.999,,,ENSG00000164692
25488,ENSG00000076944.15,STXBP2,chr19,+,7641704,7641853,7640899,7641003,7642033,7642118,25488,23,0,,,150,75,,,1,,,ENSG00000076944
25489,ENSG00000076944.15,STXBP2,chr19,+,7643164,7643245,7642982,7643048,7644613,7644752,25489,37,0,,,150,75,,,1,,,ENSG00000076944
25490,ENSG00000076944.15,STXBP2,chr19,+,7644878,7644934,7644613,7644752,7645196,7645306,25490,0,24,,,131,75,,,0,,,ENSG00000076944
25491,ENSG00000076944.15,STXBP2,chr19,+,7646171,7646344,7645196,7645306,7647161,7647247,25491,30,0,,,150,75,,,1,,,ENSG00000076944
25492,ENSG00000076944.15,STXBP2,chr19,+,7646248,7646344,7645195,7645306,7647161,7647247,25492,46,0,,,150,75,,,1,,,ENSG00000076944
25493,ENSG00000076944.15,STXBP2,chr19,+,7647353,7647511,7647161,7647247,7647724,7647810,25493,33,0,,,150,75,,,1,,,ENSG00000076944
26149,ENSG00000085832.16,EPS15,chr1,-,51397110,51397211,51394211,51394447,51399031,51399165,26149,0,67,,,150,75,,,0,,,ENSG00000085832
26150,ENSG00000085832.16,EPS15,chr1,-,51403418,51403532,51402434,51402525,51405904,51406108,26150,136,1,,,150,75,,,0.986,,,ENSG00000085832
26151,ENSG00000085832.16,EPS15,chr1,-,51405904,51406108,51403418,51403532,51409534,51409696,26151,73,0,,,150,75,,,1,,,ENSG00000085832
26152,ENSG00000085832.16,EPS15,chr1,-,51408134,51408332,51405904,51406108,51409534,51409696,26152,134,1,,,150,75,,,0.985,,,ENSG00000085832
26153,ENSG00000085832.16,EPS15,chr1,-,51459040,51459148,51458395,51458733,51461090,51461150,26153,0,1,,,150,75,,,0,,,ENSG00000085832
26154,ENSG00000085832.16,EPS15,chr1,-,51468472,51468568,51465260,51465326,51471689,51471737,26154,93,0,,,150,75,,,1,,,ENSG00000085832
29309,ENSG00000158286.12,RNF207,chr1,+,6211866,6212053,6211020,6211118,6212230,6212416,29309,10,1,,,150,75,,,0.833,,,ENSG00000158286
30920,ENSG00000085788.13,DDHD2,chr8,+,38232986,38233214,38231342,38231859,38237537,38237627,30920,13,1,,,150,75,,,0.867,,,ENSG00000085788
30921,ENSG00000085788.13,DDHD2,chr8,+,38234393,38234510,38232986,38233214,38237537,38237622,30921,38,3,,,150,75,,,0.864,,,ENSG00000085788
30922,ENSG00000085788.13,DDHD2,chr8,+,38234393,38234584,38232986,38233214,38237537,38237585,30922,79,3,,,150,75,,,0.929,,,ENSG00000085788
30923,ENSG00000085788.13,DDHD2,chr8,+,38234399,38234584,38232986,38233214,38237537,38237616,30923,42,3,,,150,75,,,0.875,,,ENSG00000085788
30924,ENSG00000085788.13,DDHD2,chr8,+,38238088,38238209,38237537,38237627,38240274,38240364,30924,73,0,,,150,75,,,1,,,ENSG00000085788
30925,ENSG00000085788.13,DDHD2,chr8,+,38240274,38240364,38238088,38238209,38242249,38242385,30925,58,4,,,150,75,,,0.879,,,ENSG00000085788
30926,ENSG00000085788.13,DDHD2,chr8,+,38246232,38246300,38245741,38245950,38247712,38247835,30926,60,6,,,143,75,,,0.84,,,ENSG00000085788
31181,ENSG00000142599.17,RERE,chr1,-,8355418,8355599,8352396,8355120,8356099,8356246,31181,282,2,,,150,75,,,0.986,,,ENSG00000142599
31182,ENSG00000142599.17,RERE,chr1,-,8359763,8359986,8358195,8358916,8360111,8361490,31182,206,6,,,150,75,,,0.945,,,ENSG00000142599
31183,ENSG00000142599.17,RERE,chr1,-,8423166,8423247,8422726,8422807,8423560,8423666,31183,9,11,,,150,75,,,0.29,,,ENSG00000142599
31184,ENSG00000142599.17,RERE,chr1,-,8508626,8508675,8497404,8497529,8525758,8525939,31184,36,0,,,124,75,,,1,,,ENSG00000142599
31185,ENSG00000142599.17,RERE,chr1,-,8519709,8519792,8508626,8508675,8525758,8526027,31185,0,15,,,150,75,,,0,,,ENSG00000142599
31186,ENSG00000142599.17,RERE,chr1,-,8614560,8614686,8557417,8557523,8624309,8624380,31186,20,4,,,150,75,,,0.714,,,ENSG00000142599
31187,ENSG00000142599.17,RERE,chr1,-,8792403,8792588,8655972,8656441,8817159,8817465,31187,1,3,,,150,75,,,0.143,,,ENSG00000142599
32715,ENSG00000135829.16,DHX9,chr1,+,182855576,182855713,182854040,182854178,182856531,182856572,32715,15,40,,,150,75,,,0.158,,,ENSG00000135829
32716,ENSG00000135829.16,DHX9,chr1,+,182880496,182880608,182879249,182879410,182881263,182881425,32716,204,1,,,150,75,,,0.99,,,ENSG00000135829
32794,ENSG00000116406.18,EDEM3,chr1,-,184693365,184693432,184690502,184692145,184694043,184694472,32794,3,4,,,142,75,,,0.284,,,ENSG00000116406
32795,ENSG00000116406.18,EDEM3,chr1,-,184701496,184701544,184690492,184694472,184702810,184702996,32795,0,27,,,123,75,,,0,,,ENSG00000116406
32796,ENSG00000116406.18,EDEM3,chr1,-,184749546,184749592,184737610,184737711,184754488,184754907,32796,20,0,,,121,75,,,1,,,ENSG00000116406
33438,ENSG00000026950.16,BTN3A1,chr6,+,26404134,26404227,26402257,26402412,26405371,26405648,33438,1,2,,,150,75,,,0.2,,,ENSG00000026950
33616,ENSG00000134262.12,AP4B1,chr1,-,113895756,113896038,113894747,113895492,113898717,113898801,33616,37,1,,,150,75,,,0.949,,,ENSG00000134262
33617,ENSG00000134262.12,AP4B1,chr1,-,113896257,113896465,113895756,113896038,113897839,113897943,33617,56,6,,,150,75,,,0.824,,,ENSG00000134262
33618,ENSG00000134262.12,AP4B1,chr1,-,113897839,113897943,113895756,113896038,113898717,113898763,33618,21,4,,,150,75,,,0.724,,,ENSG00000134262
33619,ENSG00000134262.12,AP4B1,chr1,-,113901235,113901383,113899903,113900400,113901754,113901885,33619,49,0,,,150,75,,,1,,,ENSG00000134262
33620,ENSG00000134262.12,AP4B1,chr1,-,113901754,113901885,113899941,113900400,113904604,113904793,33620,0,0,,,150,75,,,,,,ENSG00000134262
33621,ENSG00000134262.12,AP4B1,chr1,-,113902637,113902734,113901754,113901885,113904604,113904844,33621,15,0,,,150,75,,,1,,,ENSG00000134262
33622,ENSG00000134262.12,AP4B1,chr1,-,113902637,113902862,113901754,113901885,113904604,113904793,33622,24,0,,,150,75,,,1,,,ENSG00000134262
