ID,GeneID,geneSymbol,chr,strand,riExonStart_0base,riExonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,gene
1678,ENSG00000076108.11,BAZ2A,chr12,-,56615013,56615607,56615013,56615128,56615218,56615607,1678,148,3,,,150,75,,,0.961,,,ENSG00000076108
3149,ENSG00000164692.17,COL1A2,chr7,+,94426422,94427061,94426422,94426530,94427007,94427061,3149,33,276,,,150,75,,,0.056,,,ENSG00000164692
3150,ENSG00000164692.17,COL1A2,chr7,+,94427187,94427885,94427187,94427295,94427626,94427885,3150,84,315,,,150,75,,,0.118,,,ENSG00000164692
3175,ENSG00000076944.15,STXBP2,chr19,+,7642428,7642823,7642428,7642536,7642765,7642823,3175,27,169,,,150,75,,,0.074,,,ENSG00000076944
3176,ENSG00000076944.15,STXBP2,chr19,+,7647161,7647511,7647161,7647247,7647353,7647511,3176,44,144,,,150,75,,,0.133,,,ENSG00000076944
3559,ENSG00000158286.12,RNF207,chr1,+,6209267,6209539,6209267,6209343,6209413,6209539,3559,0,3,,,145,75,,,0,,,ENSG00000158286
3560,ENSG00000158286.12,RNF207,chr1,+,6212681,6213183,6212681,6212733,6213065,6213183,3560,11,1,,,150,75,,,0.846,,,ENSG00000158286
3942,ENSG00000117632.22,STMN1,chr1,-,25901490,25903813,25901490,25901682,25903640,25903813,3942,10,132,,,150,75,,,0.036,,,ENSG00000117632
3989,ENSG00000135829.16,DHX9,chr1,+,182883138,182883368,182883138,182883216,182883319,182883368,3989,413,0,,,150,75,,,1,,,ENSG00000135829
4045,ENSG00000026950.16,BTN3A1,chr6,+,26409893,26410032,26409893,26409914,26410005,26410032,4045,3,21,,,150,75,,,0.067,,,ENSG00000026950
4543,ENSG00000111801.15,BTN3A3,chr6,+,26443956,26445985,26443956,26444304,26445703,26445985,4543,4,3,,,150,75,,,0.4,,,ENSG00000111801
4544,ENSG00000111801.15,BTN3A3,chr6,+,26448247,26448754,26448247,26448448,26448727,26448754,4544,5,0,,,150,75,,,1,,,ENSG00000111801
5021,ENSG00000140553.17,UNC45A,chr15,+,90935945,90936460,90935945,90935982,90936136,90936460,5021,0,18,,,150,75,,,0,,,ENSG00000140553
5022,ENSG00000140553.17,UNC45A,chr15,+,90935945,90936460,90935945,90935982,90936284,90936460,5022,12,77,,,150,75,,,0.072,,,ENSG00000140553
5023,ENSG00000140553.17,UNC45A,chr15,+,90948141,90948794,90948141,90948283,90948653,90948794,5023,24,133,,,150,75,,,0.083,,,ENSG00000140553
5024,ENSG00000140553.17,UNC45A,chr15,+,90949653,90950267,90949653,90949720,90950153,90950267,5024,68,101,,,150,75,,,0.252,,,ENSG00000140553
