ID,GeneID,geneSymbol,chr,strand,exonStart_0base,exonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,gene
1627,ENSG00000101052.12,IFT52,chr20,+,43605001,43605073,43604182,43604258,43613849,43613976,1627,120,2,,,147,75,,,0.968,,,ENSG00000101052
1628,ENSG00000101052.12,IFT52,chr20,+,43605001,43605216,43604182,43604258,43613849,43613976,1628,74,2,,,150,75,,,0.949,,,ENSG00000101052
1629,ENSG00000101052.12,IFT52,chr20,+,43618242,43618353,43613898,43613976,43618939,43619026,1629,6,43,,,150,75,,,0.065,,,ENSG00000101052
1630,ENSG00000101052.12,IFT52,chr20,+,43642478,43642624,43637144,43637253,43646935,43647222,1630,182,1,,,150,75,,,0.989,,,ENSG00000101052
1821,ENSG00000101391.20,CDK5RAP1,chr20,-,33372641,33372697,33370498,33370629,33374114,33374212,1821,120,4,,,131,75,,,0.945,,,ENSG00000101391
1822,ENSG00000101391.20,CDK5RAP1,chr20,-,33374114,33374212,33370498,33370629,33385649,33385770,1822,4,0,,,150,75,,,1,,,ENSG00000101391
1823,ENSG00000101391.20,CDK5RAP1,chr20,-,33379460,33379691,33374114,33374212,33385649,33385770,1823,142,0,,,150,75,,,1,,,ENSG00000101391
1824,ENSG00000101391.20,CDK5RAP1,chr20,-,33383479,33383521,33379460,33379691,33385649,33385770,1824,3,59,,,117,75,,,0.032,,,ENSG00000101391
1825,ENSG00000101391.20,CDK5RAP1,chr20,-,33387322,33387533,33385649,33385770,33392141,33392242,1825,117,7,,,150,75,,,0.893,,,ENSG00000101391
1826,ENSG00000101391.20,CDK5RAP1,chr20,-,33394031,33394066,33392141,33392242,33396760,33396936,1826,28,2,,,110,75,,,0.905,,,ENSG00000101391
1827,ENSG00000101391.20,CDK5RAP1,chr20,-,33394031,33394066,33392141,33392242,33401427,33401479,1827,28,0,,,110,75,,,1,,,ENSG00000101391
1828,ENSG00000101391.20,CDK5RAP1,chr20,-,33395012,33395116,33394031,33394066,33396760,33396936,1828,92,2,,,150,75,,,0.958,,,ENSG00000101391
1829,ENSG00000101391.20,CDK5RAP1,chr20,-,33395012,33395116,33394031,33394066,33401427,33401505,1829,48,2,,,150,75,,,0.923,,,ENSG00000101391
1830,ENSG00000101391.20,CDK5RAP1,chr20,-,33396760,33396936,33392141,33392242,33401427,33401517,1830,3,0,,,150,75,,,1,,,ENSG00000101391
1831,ENSG00000101391.20,CDK5RAP1,chr20,-,33396760,33396936,33394031,33394066,33401427,33401517,1831,3,2,,,150,75,,,0.429,,,ENSG00000101391
1832,ENSG00000101391.20,CDK5RAP1,chr20,-,33396760,33396936,33395012,33395116,33401427,33401517,1832,45,0,,,150,75,,,1,,,ENSG00000101391
1833,ENSG00000101391.20,CDK5RAP1,chr20,-,33396760,33397084,33392141,33392242,33401427,33401561,1833,33,0,,,150,75,,,1,,,ENSG00000101391
1834,ENSG00000101391.20,CDK5RAP1,chr20,-,33396760,33397084,33394031,33394066,33401427,33401561,1834,33,2,,,150,75,,,0.892,,,ENSG00000101391
1835,ENSG00000101391.20,CDK5RAP1,chr20,-,33396760,33397084,33395012,33395116,33401427,33401561,1835,75,0,,,150,75,,,1,,,ENSG00000101391
4751,ENSG00000105426.16,PTPRS,chr19,-,5216719,5216767,5215497,5215595,5218419,5218532,4751,73,65,,,123,75,,,0.406,,,ENSG00000105426
4752,ENSG00000105426.16,PTPRS,chr19,-,5218786,5218798,5218419,5218532,5219309,5219467,4752,96,8,,,87,75,,,0.912,,,ENSG00000105426
4753,ENSG00000105426.16,PTPRS,chr19,-,5229315,5229342,5225726,5225844,5229490,5229684,4753,2,21,,,102,75,,,0.065,,,ENSG00000105426
4754,ENSG00000105426.16,PTPRS,chr19,-,5256107,5256119,5245775,5246045,5258016,5258127,4754,0,36,,,87,75,,,0,,,ENSG00000105426
6721,ENSG00000213024.11,NUP62,chr19,-,49911104,49911343,49909854,49909884,49927693,49927815,6721,0,39,,,150,75,,,0,,,ENSG00000213024
6722,ENSG00000213024.11,NUP62,chr19,-,49911104,49911366,49909580,49909884,49927693,49927815,6722,0,39,,,150,75,,,0,,,ENSG00000213024
6723,ENSG00000213024.11,NUP62,chr19,-,49911104,49911366,49909580,49909884,49929325,49929504,6723,0,16,,,150,75,,,0,,,ENSG00000213024
6724,ENSG00000213024.11,NUP62,chr19,-,49911104,49911370,49909736,49909884,49929325,49929475,6724,0,16,,,150,75,,,0,,,ENSG00000213024
6725,ENSG00000213024.11,NUP62,chr19,-,49912898,49913159,49911060,49911366,49917607,49917641,6725,0,0,,,150,75,,,,,,ENSG00000213024
6726,ENSG00000213024.11,NUP62,chr19,-,49912898,49913159,49911060,49911366,49927693,49927815,6726,0,0,,,150,75,,,,,,ENSG00000213024
6727,ENSG00000213024.11,NUP62,chr19,-,49918507,49918621,49909394,49909884,49927693,49927815,6727,1,39,,,150,75,,,0.013,,,ENSG00000213024
6728,ENSG00000213024.11,NUP62,chr19,-,49918507,49918621,49909394,49909884,49929349,49929409,6728,0,2,,,150,75,,,0,,,ENSG00000213024
6729,ENSG00000213024.11,NUP62,chr19,-,49927693,49927815,49907542,49909884,49929325,49929429,6729,46,16,,,150,75,,,0.59,,,ENSG00000213024
6730,ENSG00000213024.11,NUP62,chr19,-,49927693,49927815,49907542,49909884,49929349,49929763,6730,41,2,,,150,75,,,0.911,,,ENSG00000213024
6731,ENSG00000213024.11,NUP62,chr19,-,49927693,49927815,49911104,49911366,49929325,49929429,6731,7,0,,,150,75,,,1,,,ENSG00000213024
6732,ENSG00000213024.11,NUP62,chr19,-,49927693,49927815,49918507,49918621,49929349,49929763,6732,3,0,,,150,75,,,1,,,ENSG00000213024
6733,ENSG00000213024.11,NUP62,chr19,-,49927693,49927815,49918507,49918621,49929416,49929504,6733,4,0,,,150,75,,,1,,,ENSG00000213024
6734,ENSG00000213024.11,NUP62,chr19,-,49927693,49927848,49908104,49909884,49929325,49929435,6734,49,16,,,150,75,,,0.605,,,ENSG00000213024
6735,ENSG00000213024.11,NUP62,chr19,-,49927693,49927848,49911104,49911366,49929325,49929435,6735,10,0,,,150,75,,,1,,,ENSG00000213024
6964,ENSG00000090905.18,TNRC6A,chr16,+,24778343,24778468,24777247,24777358,24789231,24791817,6964,3,22,,,150,75,,,0.064,,,ENSG00000090905
6965,ENSG00000090905.18,TNRC6A,chr16,+,24793472,24793649,24789231,24791817,24794543,24794719,6965,13,29,,,150,75,,,0.183,,,ENSG00000090905
6966,ENSG00000090905.18,TNRC6A,chr16,+,24804704,24804851,24804176,24804319,24805013,24805151,6966,1,47,,,150,75,,,0.011,,,ENSG00000090905
6967,ENSG00000090905.18,TNRC6A,chr16,+,24818592,24818700,24816584,24816956,24820138,24820180,6967,136,1,,,150,75,,,0.986,,,ENSG00000090905
7516,ENSG00000140983.13,RHOT2,chr16,+,668487,668569,668131,668411,668655,668699,7516,275,1,,,150,75,,,0.993,,,ENSG00000140983
7517,ENSG00000140983.13,RHOT2,chr16,+,669552,669606,668487,668699,670122,670175,7517,241,17,,,129,75,,,0.892,,,ENSG00000140983
7518,ENSG00000140983.13,RHOT2,chr16,+,670674,670773,670455,670557,670891,670940,7518,317,5,,,150,75,,,0.969,,,ENSG00000140983
7519,ENSG00000140983.13,RHOT2,chr16,+,670695,670773,670454,670557,670891,671000,7519,163,5,,,150,75,,,0.942,,,ENSG00000140983
8661,ENSG00000103994.16,ZNF106,chr15,-,42449770,42451954,42448071,42448705,42457216,42457556,8661,9,0,,,150,75,,,1,,,ENSG00000103994
9019,ENSG00000108799.12,EZH1,chr17,-,42709845,42709937,42708875,42708916,42712288,42712485,9019,191,1,,,150,75,,,0.99,,,ENSG00000108799
9020,ENSG00000108799.12,EZH1,chr17,-,42713208,42713389,42712288,42712485,42717975,42718067,9020,135,3,,,150,75,,,0.957,,,ENSG00000108799
9021,ENSG00000108799.12,EZH1,chr17,-,42717975,42718067,42713208,42713389,42720272,42720304,9021,59,5,,,150,75,,,0.855,,,ENSG00000108799
9022,ENSG00000108799.12,EZH1,chr17,-,42718453,42718617,42717975,42718067,42719104,42719207,9022,135,0,,,150,75,,,1,,,ENSG00000108799
9023,ENSG00000108799.12,EZH1,chr17,-,42719104,42719207,42717975,42718067,42720272,42720304,9023,70,2,,,150,75,,,0.946,,,ENSG00000108799
9024,ENSG00000108799.12,EZH1,chr17,-,42719104,42719207,42718453,42718617,42720272,42720304,9024,151,3,,,150,75,,,0.962,,,ENSG00000108799
9025,ENSG00000108799.12,EZH1,chr17,-,42722794,42722915,42720272,42720449,42724304,42724424,9025,168,2,,,150,75,,,0.977,,,ENSG00000108799
9026,ENSG00000108799.12,EZH1,chr17,-,42722794,42722915,42720272,42720449,42727634,42727763,9026,94,0,,,150,75,,,1,,,ENSG00000108799
9027,ENSG00000108799.12,EZH1,chr17,-,42724304,42724424,42720272,42720449,42727634,42727763,9027,48,0,,,150,75,,,1,,,ENSG00000108799
9028,ENSG00000108799.12,EZH1,chr17,-,42724304,42724424,42722794,42722915,42727634,42727763,9028,125,5,,,150,75,,,0.926,,,ENSG00000108799
9029,ENSG00000108799.12,EZH1,chr17,-,42724304,42724424,42722794,42722915,42727661,42727763,9029,81,5,,,150,75,,,0.89,,,ENSG00000108799
9030,ENSG00000108799.12,EZH1,chr17,-,42727634,42727763,42722794,42722915,42728824,42728952,9030,65,1,,,150,75,,,0.97,,,ENSG00000108799
9031,ENSG00000108799.12,EZH1,chr17,-,42727661,42727763,42722794,42722915,42728824,42728952,9031,65,1,,,150,75,,,0.97,,,ENSG00000108799
9032,ENSG00000108799.12,EZH1,chr17,-,42728824,42728952,42727634,42727763,42730827,42730918,9032,90,0,,,150,75,,,1,,,ENSG00000108799
9033,ENSG00000108799.12,EZH1,chr17,-,42729146,42729239,42728824,42728952,42730827,42730918,9033,2,30,,,150,75,,,0.032,,,ENSG00000108799
9034,ENSG00000108799.12,EZH1,chr17,-,42730827,42730918,42728824,42728952,42745010,42745015,9034,50,1,,,150,75,,,0.962,,,ENSG00000108799
9035,ENSG00000108799.12,EZH1,chr17,-,42731774,42731893,42730827,42730918,42745010,42745035,9035,0,20,,,150,75,,,0,,,ENSG00000108799
10327,ENSG00000129472.13,RAB2B,chr14,-,21462349,21462418,21459019,21461303,21463655,21463767,10327,89,1,,,144,75,,,0.979,,,ENSG00000129472
10984,ENSG00000066455.12,GOLGA5,chr14,+,92810253,92810377,92809299,92809519,92811550,92811754,10984,116,2,,,150,75,,,0.967,,,ENSG00000066455
10985,ENSG00000066455.12,GOLGA5,chr14,+,92837385,92837449,92835558,92835664,92839365,92839963,10985,162,4,,,139,75,,,0.956,,,ENSG00000066455
12248,ENSG00000076108.11,BAZ2A,chr12,-,56602712,56602857,56601545,56602192,56603358,56603418,12248,247,1,,,150,75,,,0.992,,,ENSG00000076108
12249,ENSG00000076108.11,BAZ2A,chr12,-,56604584,56604799,56604216,56604291,56605072,56605327,12249,208,4,,,150,75,,,0.963,,,ENSG00000076108
12250,ENSG00000076108.11,BAZ2A,chr12,-,56615013,56615128,56613952,56614138,56615218,56615607,12250,94,2,,,150,75,,,0.959,,,ENSG00000076108
12251,ENSG00000076108.11,BAZ2A,chr12,-,56617394,56617532,56615013,56615607,56630124,56630211,12251,84,0,,,150,75,,,1,,,ENSG00000076108
12252,ENSG00000076108.11,BAZ2A,chr12,-,56617394,56617532,56615013,56615607,56636181,56636366,12252,75,1,,,150,75,,,0.974,,,ENSG00000076108
12253,ENSG00000076108.11,BAZ2A,chr12,-,56630775,56630865,56617394,56617532,56636181,56636293,12253,26,11,,,150,75,,,0.542,,,ENSG00000076108
14336,ENSG00000131626.16,PPFIA1,chr11,+,70333021,70333096,70331959,70332094,70333469,70333553,14336,0,47,,,150,75,,,0,,,ENSG00000131626
14337,ENSG00000131626.16,PPFIA1,chr11,+,70343668,70343892,70340976,70341097,70348188,70348261,14337,57,0,,,150,75,,,1,,,ENSG00000131626
14338,ENSG00000131626.16,PPFIA1,chr11,+,70348188,70348420,70343668,70343892,70354300,70354452,14338,104,3,,,150,75,,,0.945,,,ENSG00000131626
14339,ENSG00000131626.16,PPFIA1,chr11,+,70349922,70350039,70348188,70348420,70350993,70351023,14339,4,0,,,150,75,,,1,,,ENSG00000131626
14340,ENSG00000131626.16,PPFIA1,chr11,+,70349922,70350039,70348188,70348420,70354300,70354452,14340,4,47,,,150,75,,,0.041,,,ENSG00000131626
14341,ENSG00000131626.16,PPFIA1,chr11,+,70350993,70351023,70348188,70348420,70354300,70354452,14341,1,47,,,105,75,,,0.015,,,ENSG00000131626
14342,ENSG00000131626.16,PPFIA1,chr11,+,70350993,70351023,70349922,70350039,70354300,70354452,14342,2,1,,,105,75,,,0.588,,,ENSG00000131626
14343,ENSG00000131626.16,PPFIA1,chr11,+,70374917,70375093,70372476,70372574,70376531,70376600,14343,159,1,,,150,75,,,0.988,,,ENSG00000131626
14344,ENSG00000131626.16,PPFIA1,chr11,+,70382087,70382158,70378029,70378195,70383002,70384387,14344,103,4,,,146,75,,,0.93,,,ENSG00000131626
14747,ENSG00000162148.10,PPP1R32,chr11,+,61482654,61482808,61482310,61482428,61484687,61484816,14747,10,1,,,150,75,,,0.833,,,ENSG00000162148
14748,ENSG00000162148.10,PPP1R32,chr11,+,61486343,61486403,61485798,61485911,61486523,61486610,14748,17,3,,,135,75,,,0.759,,,ENSG00000162148
14749,ENSG00000162148.10,PPP1R32,chr11,+,61486343,61486403,61485798,61485911,61486947,61487061,14749,6,3,,,135,75,,,0.526,,,ENSG00000162148
14750,ENSG00000162148.10,PPP1R32,chr11,+,61486523,61486610,61485798,61485911,61486947,61487061,14750,20,3,,,150,75,,,0.769,,,ENSG00000162148
14751,ENSG00000162148.10,PPP1R32,chr11,+,61486523,61486610,61486343,61486403,61486947,61487061,14751,28,0,,,150,75,,,1,,,ENSG00000162148
14752,ENSG00000162148.10,PPP1R32,chr11,+,61489781,61489946,61487145,61487240,61490500,61490584,14752,17,4,,,150,75,,,0.68,,,ENSG00000162148
16561,ENSG00000138756.17,BMP2K,chr4,+,78860035,78860079,78859583,78859687,78861388,78861468,16561,0,12,,,119,75,,,0,,,ENSG00000138756
16562,ENSG00000138756.17,BMP2K,chr4,+,78887173,78887284,78878733,78878891,78910609,78912185,16562,24,7,,,150,75,,,0.632,,,ENSG00000138756
16687,ENSG00000018189.12,RUFY3,chr4,+,70741626,70741680,70734433,70734593,70762518,70762692,16687,0,2,,,129,75,,,0,,,ENSG00000018189
16688,ENSG00000018189.12,RUFY3,chr4,+,70778368,70778438,70775167,70775233,70783090,70783183,16688,169,2,,,145,75,,,0.978,,,ENSG00000018189
16689,ENSG00000018189.12,RUFY3,chr4,+,70784795,70784879,70783090,70783183,70788805,70788973,16689,198,1,,,150,75,,,0.99,,,ENSG00000018189
16690,ENSG00000018189.12,RUFY3,chr4,+,70800140,70800205,70789494,70789592,70802955,70802983,16690,81,2,,,140,75,,,0.956,,,ENSG00000018189
16691,ENSG00000018189.12,RUFY3,chr4,+,70800140,70800205,70794672,70794894,70802955,70802983,16691,129,6,,,140,75,,,0.92,,,ENSG00000018189
16692,ENSG00000018189.12,RUFY3,chr4,+,70800140,70800205,70799404,70799875,70802955,70802983,16692,80,3,,,140,75,,,0.935,,,ENSG00000018189
16693,ENSG00000018189.12,RUFY3,chr4,+,70802955,70802983,70799447,70800205,70804347,70804416,16693,100,2,,,103,75,,,0.973,,,ENSG00000018189
16694,ENSG00000018189.12,RUFY3,chr4,+,70802955,70802983,70799447,70800205,70806515,70806871,16694,21,0,,,103,75,,,1,,,ENSG00000018189
16695,ENSG00000018189.12,RUFY3,chr4,+,70804347,70804416,70799447,70800205,70806515,70806553,16695,146,0,,,144,75,,,1,,,ENSG00000018189
16696,ENSG00000018189.12,RUFY3,chr4,+,70804347,70804416,70802955,70802983,70806515,70806553,16696,236,1,,,144,75,,,0.992,,,ENSG00000018189
16697,ENSG00000018189.12,RUFY3,chr4,+,70804347,70804416,70802982,70803059,70806515,70806553,16697,159,0,,,144,75,,,1,,,ENSG00000018189
18482,ENSG00000143748.17,NVL,chr1,-,224232088,224232182,224231225,224231296,224233200,224233289,18482,10,75,,,150,75,,,0.062,,,ENSG00000143748
18483,ENSG00000143748.17,NVL,chr1,-,224232894,224232972,224231225,224231296,224233200,224233289,18483,3,75,,,150,75,,,0.02,,,ENSG00000143748
18484,ENSG00000143748.17,NVL,chr1,-,224233200,224233289,224231225,224231296,224236505,224236582,18484,130,0,,,150,75,,,1,,,ENSG00000143748
18485,ENSG00000143748.17,NVL,chr1,-,224268033,224268133,224250211,224250318,224275338,224275458,18485,64,3,,,150,75,,,0.914,,,ENSG00000143748
18486,ENSG00000143748.17,NVL,chr1,-,224296500,224296618,224294266,224294411,224300561,224300663,18486,70,2,,,150,75,,,0.946,,,ENSG00000143748
18487,ENSG00000143748.17,NVL,chr1,-,224301690,224301771,224300561,224300663,224303722,224303857,18487,17,34,,,150,75,,,0.2,,,ENSG00000143748
18488,ENSG00000143748.17,NVL,chr1,-,224304735,224304812,224303722,224303857,224305033,224305166,18488,57,0,,,150,75,,,1,,,ENSG00000143748
18489,ENSG00000143748.17,NVL,chr1,-,224307990,224308263,224305033,224305166,224311799,224311857,18489,54,0,,,150,75,,,1,,,ENSG00000143748
18490,ENSG00000143748.17,NVL,chr1,-,224311799,224311857,224305033,224305166,224317693,224317793,18490,12,0,,,133,75,,,1,,,ENSG00000143748
18491,ENSG00000143748.17,NVL,chr1,-,224311799,224311857,224307990,224308263,224317693,224317793,18491,43,3,,,133,75,,,0.89,,,ENSG00000143748
18492,ENSG00000143748.17,NVL,chr1,-,224313033,224313151,224311799,224311857,224317693,224317793,18492,2,14,,,150,75,,,0.067,,,ENSG00000143748
18493,ENSG00000143748.17,NVL,chr1,-,224313049,224313151,224311799,224311857,224317693,224317793,18493,1,14,,,150,75,,,0.034,,,ENSG00000143748
18494,ENSG00000143748.17,NVL,chr1,-,224313049,224313155,224311799,224311857,224317693,224317793,18494,1,14,,,150,75,,,0.034,,,ENSG00000143748
18495,ENSG00000143748.17,NVL,chr1,-,224326390,224326464,224317877,224317930,224330070,224330137,18495,75,6,,,149,75,,,0.863,,,ENSG00000143748
23771,ENSG00000116171.17,SCP2,chr1,+,52941795,52941853,52927228,52927465,52948008,52948080,23771,132,0,,,133,75,,,1,,,ENSG00000116171
23772,ENSG00000116171.17,SCP2,chr1,+,52948008,52948080,52941795,52941853,52950754,52950886,23772,140,0,,,147,75,,,1,,,ENSG00000116171
23773,ENSG00000116171.17,SCP2,chr1,+,52950754,52950886,52948008,52948080,52954739,52954804,23773,132,1,,,150,75,,,0.985,,,ENSG00000116171
23774,ENSG00000116171.17,SCP2,chr1,+,52974768,52974832,52961502,52961629,52976682,52976769,23774,132,0,,,139,75,,,1,,,ENSG00000116171
23775,ENSG00000116171.17,SCP2,chr1,+,52976682,52976769,52974768,52974832,52978216,52978367,23775,137,0,,,150,75,,,1,,,ENSG00000116171
23776,ENSG00000116171.17,SCP2,chr1,+,52993257,52996000,52988028,52988136,53014889,53015043,23776,0,70,,,150,75,,,0,,,ENSG00000116171
23777,ENSG00000116171.17,SCP2,chr1,+,53027968,53028071,53014889,53015043,53038916,53039046,23777,348,0,,,150,75,,,1,,,ENSG00000116171
23778,ENSG00000116171.17,SCP2,chr1,+,53027977,53028071,53014927,53015043,53038916,53039046,23778,180,0,,,150,75,,,1,,,ENSG00000116171
23779,ENSG00000116171.17,SCP2,chr1,+,53038916,53039046,53027968,53028071,53047857,53047937,23779,360,5,,,150,75,,,0.973,,,ENSG00000116171
23870,ENSG00000162819.11,BROX,chr1,+,222715144,222715269,222713380,222713416,222715683,222715800,23870,3,11,,,150,75,,,0.12,,,ENSG00000162819
23871,ENSG00000162819.11,BROX,chr1,+,222715683,222715800,222715144,222715269,222718924,222719031,23871,28,0,,,150,75,,,1,,,ENSG00000162819
23872,ENSG00000162819.11,BROX,chr1,+,222717857,222718094,222715683,222715800,222718924,222719031,23872,0,26,,,150,75,,,0,,,ENSG00000162819
23873,ENSG00000162819.11,BROX,chr1,+,222722418,222722514,222719262,222719359,222724091,222724164,23873,48,0,,,150,75,,,1,,,ENSG00000162819
23874,ENSG00000162819.11,BROX,chr1,+,222731356,222731516,222730026,222730177,222732627,222735196,23874,93,2,,,150,75,,,0.959,,,ENSG00000162819
26396,ENSG00000076944.15,STXBP2,chr19,+,7639730,7639807,7639018,7639100,7640899,7641003,26396,102,0,,,150,75,,,1,,,ENSG00000076944
26397,ENSG00000076944.15,STXBP2,chr19,+,7640697,7640809,7639730,7639807,7640899,7641003,26397,101,4,,,150,75,,,0.927,,,ENSG00000076944
26398,ENSG00000076944.15,STXBP2,chr19,+,7640739,7640809,7639730,7639807,7640899,7641003,26398,101,4,,,145,75,,,0.929,,,ENSG00000076944
26399,ENSG00000076944.15,STXBP2,chr19,+,7641704,7641853,7640899,7641003,7642033,7642118,26399,220,0,,,150,75,,,1,,,ENSG00000076944
26400,ENSG00000076944.15,STXBP2,chr19,+,7643164,7643245,7642982,7643048,7644613,7644752,26400,372,2,,,150,75,,,0.989,,,ENSG00000076944
26401,ENSG00000076944.15,STXBP2,chr19,+,7644878,7644934,7644613,7644752,7645196,7645306,26401,0,174,,,131,75,,,0,,,ENSG00000076944
26402,ENSG00000076944.15,STXBP2,chr19,+,7646171,7646344,7645196,7645306,7647161,7647247,26402,135,1,,,150,75,,,0.985,,,ENSG00000076944
26403,ENSG00000076944.15,STXBP2,chr19,+,7646248,7646344,7645195,7645306,7647161,7647247,26403,261,1,,,150,75,,,0.992,,,ENSG00000076944
26404,ENSG00000076944.15,STXBP2,chr19,+,7647353,7647511,7647161,7647247,7647724,7647810,26404,217,0,,,150,75,,,1,,,ENSG00000076944
27061,ENSG00000085832.16,EPS15,chr1,-,51394380,51394447,51365952,51366029,51402434,51402525,27061,70,2,,,142,75,,,0.949,,,ENSG00000085832
27062,ENSG00000085832.16,EPS15,chr1,-,51397110,51397211,51394211,51394447,51399031,51399165,27062,0,95,,,150,75,,,0,,,ENSG00000085832
27063,ENSG00000085832.16,EPS15,chr1,-,51399031,51399165,51394380,51394447,51400917,51400953,27063,164,2,,,150,75,,,0.976,,,ENSG00000085832
27064,ENSG00000085832.16,EPS15,chr1,-,51400917,51400953,51394211,51394447,51402434,51402525,27064,26,2,,,111,75,,,0.898,,,ENSG00000085832
27065,ENSG00000085832.16,EPS15,chr1,-,51405904,51406108,51403418,51403532,51408134,51408332,27065,162,3,,,150,75,,,0.964,,,ENSG00000085832
27066,ENSG00000085832.16,EPS15,chr1,-,51405904,51406108,51403418,51403532,51409534,51409696,27066,79,2,,,150,75,,,0.952,,,ENSG00000085832
27067,ENSG00000085832.16,EPS15,chr1,-,51408134,51408332,51403418,51403532,51409534,51409696,27067,92,2,,,150,75,,,0.958,,,ENSG00000085832
27068,ENSG00000085832.16,EPS15,chr1,-,51408134,51408332,51405904,51406108,51409534,51409696,27068,174,2,,,150,75,,,0.978,,,ENSG00000085832
27069,ENSG00000085832.16,EPS15,chr1,-,51421785,51421858,51409534,51409696,51440346,51440432,27069,147,1,,,148,75,,,0.987,,,ENSG00000085832
27070,ENSG00000085832.16,EPS15,chr1,-,51448045,51448135,51446959,51447105,51461090,51461150,27070,112,5,,,150,75,,,0.918,,,ENSG00000085832
27071,ENSG00000085832.16,EPS15,chr1,-,51459040,51459148,51448045,51448135,51461090,51461150,27071,5,53,,,150,75,,,0.045,,,ENSG00000085832
27072,ENSG00000085832.16,EPS15,chr1,-,51459040,51459148,51458395,51458733,51461090,51461150,27072,4,1,,,150,75,,,0.667,,,ENSG00000085832
27073,ENSG00000085832.16,EPS15,chr1,-,51468472,51468568,51465260,51465326,51471689,51471737,27073,112,0,,,150,75,,,1,,,ENSG00000085832
32087,ENSG00000085788.13,DDHD2,chr8,+,38234393,38234510,38232986,38233214,38237537,38237622,32087,45,2,,,150,75,,,0.918,,,ENSG00000085788
32088,ENSG00000085788.13,DDHD2,chr8,+,38234393,38234584,38232986,38233214,38237537,38237585,32088,97,2,,,150,75,,,0.96,,,ENSG00000085788
32089,ENSG00000085788.13,DDHD2,chr8,+,38234399,38234584,38232986,38233214,38237537,38237616,32089,53,2,,,150,75,,,0.93,,,ENSG00000085788
32090,ENSG00000085788.13,DDHD2,chr8,+,38238088,38238209,38237537,38237627,38240274,38240364,32090,56,0,,,150,75,,,1,,,ENSG00000085788
32091,ENSG00000085788.13,DDHD2,chr8,+,38240274,38240364,38238088,38238209,38242249,38242385,32091,43,6,,,150,75,,,0.782,,,ENSG00000085788
32092,ENSG00000085788.13,DDHD2,chr8,+,38246232,38246300,38245741,38245950,38247712,38247835,32092,51,12,,,143,75,,,0.69,,,ENSG00000085788
32351,ENSG00000142599.17,RERE,chr1,-,8423166,8423247,8422726,8422807,8423560,8423666,32351,2,6,,,150,75,,,0.143,,,ENSG00000142599
