ID,GeneID,geneSymbol,chr,strand,longExonStart_0base,longExonEnd,shortES,shortEE,flankingES,flankingEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,gene
4469,ENSG00000076944.15,STXBP2,chr19,+,7640697,7640809,7640730,7640809,7639730,7639807,4469,3,8,,,108,75,,,0.207,,,ENSG00000076944
4470,ENSG00000076944.15,STXBP2,chr19,+,7640697,7640809,7640739,7640809,7639730,7639807,4470,3,0,,,117,75,,,1,,,ENSG00000076944
4471,ENSG00000076944.15,STXBP2,chr19,+,7640730,7640809,7640739,7640809,7639730,7639807,4471,8,0,,,84,75,,,1,,,ENSG00000076944
4472,ENSG00000076944.15,STXBP2,chr19,+,7646171,7646344,7646248,7646344,7645196,7645306,4472,7,15,,,150,75,,,0.189,,,ENSG00000076944
5116,ENSG00000158286.12,RNF207,chr1,+,6211866,6212053,6211922,6212053,6211020,6211118,5116,14,1,,,131,75,,,0.889,,,ENSG00000158286
5117,ENSG00000158286.12,RNF207,chr1,+,6212217,6212416,6212230,6212416,6211866,6212053,5117,0,10,,,88,75,,,0,,,ENSG00000158286
5389,ENSG00000085788.13,DDHD2,chr8,+,38234393,38234584,38234399,38234584,38232986,38233214,5389,47,0,,,81,75,,,1,,,ENSG00000085788
5390,ENSG00000085788.13,DDHD2,chr8,+,38252721,38252824,38252741,38252824,38252131,38252287,5390,89,0,,,95,75,,,1,,,ENSG00000085788
5800,ENSG00000026950.16,BTN3A1,chr6,+,26405371,26405648,26405541,26405648,26402236,26402412,5800,20,0,,,150,75,,,1,,,ENSG00000026950
5801,ENSG00000026950.16,BTN3A1,chr6,+,26405371,26405648,26405503,26405648,26402249,26402412,5801,18,0,,,150,75,,,1,,,ENSG00000026950
5802,ENSG00000026950.16,BTN3A1,chr6,+,26407670,26407952,26407826,26407952,26405908,26406256,5802,23,0,,,150,75,,,1,,,ENSG00000026950
5803,ENSG00000026950.16,BTN3A1,chr6,+,26409893,26410032,26410005,26410032,26409532,26409733,5803,23,3,,,150,75,,,0.793,,,ENSG00000026950
5829,ENSG00000134262.12,AP4B1,chr1,-,113898717,113898801,113898717,113898763,113900269,113900400,5829,20,1,,,113,75,,,0.93,,,ENSG00000134262
6565,ENSG00000111801.15,BTN3A3,chr6,+,26443366,26443442,26443381,26443442,26440471,26440648,6565,1,6,,,90,75,,,0.122,,,ENSG00000111801
6566,ENSG00000111801.15,BTN3A3,chr6,+,26443569,26443659,26443640,26443659,26443381,26443442,6566,29,2,,,146,75,,,0.882,,,ENSG00000111801
6567,ENSG00000111801.15,BTN3A3,chr6,+,26443956,26444304,26444010,26444304,26443569,26443659,6567,18,0,,,129,75,,,1,,,ENSG00000111801
7200,ENSG00000095794.19,CREM,chr10,+,35178871,35178986,35178888,35178986,35148367,35148491,7200,1,6,,,92,75,,,0.12,,,ENSG00000095794
7274,ENSG00000140553.17,UNC45A,chr15,+,90934338,90934549,90934434,90934549,90933976,90934143,7274,0,0,,,150,75,,,,,,ENSG00000140553
7275,ENSG00000140553.17,UNC45A,chr15,+,90936136,90936460,90936284,90936460,90935945,90935982,7275,15,43,,,150,75,,,0.149,,,ENSG00000140553
7331,ENSG00000086848.14,ALG9,chr11,-,111838248,111838399,111838248,111838378,111840654,111840809,7331,9,17,,,96,75,,,0.293,,,ENSG00000086848
