ID,GeneID,geneSymbol,chr,strand,riExonStart_0base,riExonEnd,upstreamES,upstreamEE,downstreamES,downstreamEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,gene
1129,ENSG00000140983.13,RHOT2,chr16,+,668352,668699,668352,668411,668658,668699,1129,34,0,,,150,75,,,1,,,ENSG00000140983
1130,ENSG00000140983.13,RHOT2,chr16,+,668487,668699,668487,668569,668658,668699,1130,53,4,,,150,75,,,0.869,,,ENSG00000140983
1131,ENSG00000140983.13,RHOT2,chr16,+,668655,670175,668655,668699,670122,670175,1131,47,24,,,150,75,,,0.495,,,ENSG00000140983
1132,ENSG00000140983.13,RHOT2,chr16,+,669552,670175,669552,669606,670122,670175,1132,64,99,,,150,75,,,0.244,,,ENSG00000140983
1133,ENSG00000140983.13,RHOT2,chr16,+,670122,670357,670122,670175,670248,670357,1133,8,118,,,148,75,,,0.033,,,ENSG00000140983
1134,ENSG00000140983.13,RHOT2,chr16,+,670122,670357,670122,670175,670265,670357,1134,37,28,,,150,75,,,0.398,,,ENSG00000140983
1135,ENSG00000140983.13,RHOT2,chr16,+,670891,671203,670891,671000,671082,671203,1135,249,51,,,150,75,,,0.709,,,ENSG00000140983
1136,ENSG00000140983.13,RHOT2,chr16,+,670891,671203,670891,671000,671114,671203,1136,293,15,,,150,75,,,0.907,,,ENSG00000140983
1137,ENSG00000140983.13,RHOT2,chr16,+,671859,672181,671859,672002,672083,672181,1137,5,283,,,150,75,,,0.009,,,ENSG00000140983
1138,ENSG00000140983.13,RHOT2,chr16,+,672253,672566,672253,672384,672488,672566,1138,80,184,,,150,75,,,0.179,,,ENSG00000140983
1139,ENSG00000140983.13,RHOT2,chr16,+,672253,672825,672253,672384,672702,672825,1139,72,3,,,150,75,,,0.923,,,ENSG00000140983
1140,ENSG00000140983.13,RHOT2,chr16,+,672253,672825,672253,672566,672702,672825,1140,91,184,,,150,75,,,0.198,,,ENSG00000140983
1680,ENSG00000076108.11,BAZ2A,chr12,-,56604584,56605327,56604584,56604799,56605072,56605327,1680,51,9,,,150,75,,,0.739,,,ENSG00000076108
1681,ENSG00000076108.11,BAZ2A,chr12,-,56615013,56615607,56615013,56615128,56615218,56615607,1681,41,0,,,150,75,,,1,,,ENSG00000076108
3157,ENSG00000164692.17,COL1A2,chr7,+,94426422,94427061,94426422,94426530,94427007,94427061,3157,20,636,,,150,75,,,0.015,,,ENSG00000164692
3158,ENSG00000164692.17,COL1A2,chr7,+,94427187,94427885,94427187,94427295,94427626,94427885,3158,155,748,,,150,75,,,0.094,,,ENSG00000164692
3183,ENSG00000076944.15,STXBP2,chr19,+,7642428,7642823,7642428,7642536,7642765,7642823,3183,1,5,,,150,75,,,0.091,,,ENSG00000076944
3184,ENSG00000076944.15,STXBP2,chr19,+,7647161,7647511,7647161,7647247,7647353,7647511,3184,0,12,,,150,75,,,0,,,ENSG00000076944
3569,ENSG00000158286.12,RNF207,chr1,+,6209267,6209539,6209267,6209343,6209413,6209539,3569,0,7,,,145,75,,,0,,,ENSG00000158286
3570,ENSG00000158286.12,RNF207,chr1,+,6212681,6213183,6212681,6212733,6213065,6213183,3570,11,5,,,150,75,,,0.524,,,ENSG00000158286
3950,ENSG00000117632.22,STMN1,chr1,-,25901490,25903813,25901490,25901682,25903640,25903813,3950,4,153,,,150,75,,,0.013,,,ENSG00000117632
3997,ENSG00000135829.16,DHX9,chr1,+,182883138,182883368,182883138,182883216,182883319,182883368,3997,278,0,,,150,75,,,1,,,ENSG00000135829
4052,ENSG00000026950.16,BTN3A1,chr6,+,26409893,26410032,26409893,26409914,26410005,26410032,4052,4,6,,,150,75,,,0.25,,,ENSG00000026950
4550,ENSG00000111801.15,BTN3A3,chr6,+,26443956,26445985,26443956,26444304,26445703,26445985,4550,3,4,,,150,75,,,0.273,,,ENSG00000111801
4551,ENSG00000111801.15,BTN3A3,chr6,+,26448247,26448754,26448247,26448448,26448727,26448754,4551,5,2,,,150,75,,,0.556,,,ENSG00000111801
5034,ENSG00000140553.17,UNC45A,chr15,+,90935945,90936460,90935945,90935982,90936136,90936460,5034,1,5,,,150,75,,,0.091,,,ENSG00000140553
5035,ENSG00000140553.17,UNC45A,chr15,+,90935945,90936460,90935945,90935982,90936284,90936460,5035,2,50,,,150,75,,,0.02,,,ENSG00000140553
5036,ENSG00000140553.17,UNC45A,chr15,+,90948141,90948794,90948141,90948283,90948653,90948794,5036,10,71,,,150,75,,,0.066,,,ENSG00000140553
5037,ENSG00000140553.17,UNC45A,chr15,+,90949653,90950267,90949653,90949720,90950153,90950267,5037,36,76,,,150,75,,,0.191,,,ENSG00000140553
