ID,GeneID,geneSymbol,chr,strand,longExonStart_0base,longExonEnd,shortES,shortEE,flankingES,flankingEE,ID,IJC_SAMPLE_1,SJC_SAMPLE_1,IJC_SAMPLE_2,SJC_SAMPLE_2,IncFormLen,SkipFormLen,PValue,FDR,IncLevel1,IncLevel2,IncLevelDifference,gene
2275,ENSG00000076108.11,BAZ2A,chr12,-,56606246,56606395,56606246,56606312,56606632,56606733,2275,0,37,,,150,75,,,0,,,ENSG00000076108
2276,ENSG00000076108.11,BAZ2A,chr12,-,56609735,56609946,56609735,56609937,56610113,56610215,2276,31,1,,,84,75,,,0.965,,,ENSG00000076108
2277,ENSG00000076108.11,BAZ2A,chr12,-,56610408,56610539,56610408,56610517,56611572,56611633,2277,5,28,,,97,75,,,0.121,,,ENSG00000076108
2662,ENSG00000131626.16,PPFIA1,chr11,+,70372211,70372390,70372214,70372390,70362287,70362488,2662,6,33,,,78,75,,,0.149,,,ENSG00000131626
2663,ENSG00000131626.16,PPFIA1,chr11,+,70372211,70372390,70372214,70372390,70365940,70365967,2663,1,0,,,78,75,,,1,,,ENSG00000131626
3025,ENSG00000018189.12,RUFY3,chr4,+,70793764,70793904,70793784,70793904,70789494,70789592,3025,14,10,,,95,75,,,0.525,,,ENSG00000018189
3274,ENSG00000143748.17,NVL,chr1,-,224313049,224313155,224313049,224313151,224317693,224317793,3274,1,0,,,79,75,,,1,,,ENSG00000143748
3275,ENSG00000143748.17,NVL,chr1,-,224317693,224317793,224317693,224317786,224317877,224317930,3275,23,0,,,82,75,,,1,,,ENSG00000143748
3276,ENSG00000143748.17,NVL,chr1,-,224317877,224317930,224317877,224317925,224326390,224326464,3276,9,1,,,80,75,,,0.894,,,ENSG00000143748
4118,ENSG00000162819.11,BROX,chr1,+,222724091,222724164,222724099,222724164,222719262,222719359,4118,0,0,,,83,75,,,,,,ENSG00000162819
4119,ENSG00000162819.11,BROX,chr1,+,222724091,222724164,222724099,222724164,222722418,222722514,4119,11,1,,,83,75,,,0.909,,,ENSG00000162819
4515,ENSG00000076944.15,STXBP2,chr19,+,7640697,7640809,7640730,7640809,7639730,7639807,4515,0,4,,,108,75,,,0,,,ENSG00000076944
4516,ENSG00000076944.15,STXBP2,chr19,+,7640697,7640809,7640739,7640809,7639730,7639807,4516,0,0,,,117,75,,,,,,ENSG00000076944
4517,ENSG00000076944.15,STXBP2,chr19,+,7640730,7640809,7640739,7640809,7639730,7639807,4517,4,0,,,84,75,,,1,,,ENSG00000076944
4518,ENSG00000076944.15,STXBP2,chr19,+,7646171,7646344,7646248,7646344,7645196,7645306,4518,0,13,,,150,75,,,0,,,ENSG00000076944
5161,ENSG00000158286.12,RNF207,chr1,+,6211866,6212053,6211922,6212053,6211020,6211118,5161,10,1,,,131,75,,,0.851,,,ENSG00000158286
5162,ENSG00000158286.12,RNF207,chr1,+,6212217,6212416,6212230,6212416,6211866,6212053,5162,0,10,,,88,75,,,0,,,ENSG00000158286
5435,ENSG00000085788.13,DDHD2,chr8,+,38234393,38234584,38234399,38234584,38232986,38233214,5435,48,1,,,81,75,,,0.978,,,ENSG00000085788
5436,ENSG00000085788.13,DDHD2,chr8,+,38252721,38252824,38252741,38252824,38252131,38252287,5436,124,0,,,95,75,,,1,,,ENSG00000085788
5848,ENSG00000026950.16,BTN3A1,chr6,+,26405371,26405648,26405541,26405648,26402236,26402412,5848,13,0,,,150,75,,,1,,,ENSG00000026950
5849,ENSG00000026950.16,BTN3A1,chr6,+,26405371,26405648,26405503,26405648,26402249,26402412,5849,11,0,,,150,75,,,1,,,ENSG00000026950
5850,ENSG00000026950.16,BTN3A1,chr6,+,26407670,26407952,26407826,26407952,26405908,26406256,5850,14,0,,,150,75,,,1,,,ENSG00000026950
5851,ENSG00000026950.16,BTN3A1,chr6,+,26409893,26410032,26410005,26410032,26409532,26409733,5851,13,3,,,150,75,,,0.684,,,ENSG00000026950
6613,ENSG00000111801.15,BTN3A3,chr6,+,26443366,26443442,26443381,26443442,26440471,26440648,6613,0,3,,,90,75,,,0,,,ENSG00000111801
6614,ENSG00000111801.15,BTN3A3,chr6,+,26443569,26443659,26443640,26443659,26443381,26443442,6614,7,0,,,146,75,,,1,,,ENSG00000111801
6615,ENSG00000111801.15,BTN3A3,chr6,+,26443956,26444304,26444010,26444304,26443569,26443659,6615,5,0,,,129,75,,,1,,,ENSG00000111801
7250,ENSG00000095794.19,CREM,chr10,+,35178871,35178986,35178888,35178986,35148367,35148491,7250,1,36,,,92,75,,,0.022,,,ENSG00000095794
7326,ENSG00000140553.17,UNC45A,chr15,+,90934338,90934549,90934434,90934549,90933976,90934143,7326,0,0,,,150,75,,,,,,ENSG00000140553
7327,ENSG00000140553.17,UNC45A,chr15,+,90936136,90936460,90936284,90936460,90935945,90935982,7327,6,50,,,150,75,,,0.057,,,ENSG00000140553
7385,ENSG00000086848.14,ALG9,chr11,-,111838248,111838399,111838248,111838378,111840654,111840809,7385,13,47,,,96,75,,,0.178,,,ENSG00000086848
